msg_type,processing_time_ns,buff_read_ns
match,16365,4138
l2update,10510,1684
match,16251,1919
l2update,10405,1560
match,16247,1957
l2update,10464,1585
match,15597,1927
l2update,11457,3840
match,15846,1955
l2update,10881,1596
match,15733,1935
l2update,10946,1632
match,15948,1849
l2update,10563,1623
match,16175,1861
l2update,11416,3945
match,16384,2076
l2update,10579,1626
match,16044,1950
l2update,10392,1661
match,16622,1918
l2update,10368,1599
match,16987,4337
l2update,10989,1647
match,15607,1937
l2update,10317,1600
match,16274,1987
l2update,10335,1559
match,16252,1962
l2update,10380,1617
match,16610,4118
l2update,10667,1668
match,16065,1921
l2update,10711,1608
match,16159,1919
l2update,10849,1604
match,16866,1874
l2update,10602,1629
match,16482,4146
l2update,10829,1749
match,15627,1921
l2update,10702,1629
match,15785,1991
l2update,10421,1581
match,15496,1906
l2update,11368,3860
match,16186,1896
l2update,10840,1627
match,26350,1896
l2update,10840,2211
match,16155,1960
l2update,10577,1683
match,15572,1920
l2update,11354,4444
match,15938,2008
l2update,10446,1620
match,15992,1917
l2update,10755,1600
match,15441,1830
l2update,10793,1687
match,16439,4146
l2update,10447,1649
match,16213,1949
l2update,10835,1601
match,15504,1875
l2update,10288,1608
match,15541,1883
l2update,10308,1568
match,16816,4183
l2update,11028,1731
match,16060,1844
l2update,10752,1645
match,16114,1889
l2update,10415,1616
match,15905,1921
l2update,10839,1647
match,16723,4318
l2update,10389,1736
match,15943,1888
l2update,10301,1600
match,16006,1933
l2update,10468,1603
match,16283,1950
l2update,10474,1594
match,16470,3931
l2update,10526,1703
match,16220,2024
l2update,10385,1628
match,16262,1964
l2update,10244,1670
match,15931,1883
l2update,10909,3823
match,16160,1919
l2update,10996,1626
match,16306,1963
l2update,10721,1660
match,16069,1951
l2update,10869,1644
match,16351,4101
l2update,10451,1764
match,16196,1931
l2update,10640,1589
match,15768,1916
l2update,10570,1657
match,15953,1940
l2update,10526,1578
match,15901,4068
l2update,11308,1885
match,16165,1906
l2update,10404,1583
match,16168,1949
l2update,10898,1606
match,15726,1904
l2update,10391,1604
match,16479,4238
l2update,11114,1679
match,16164,1844
l2update,10500,1597
match,15636,1872
l2update,10653,1603
match,16216,1853
l2update,10624,1602
match,16654,4058
l2update,10510,1706
match,16036,1904
l2update,10935,1564
match,15990,1967
l2update,10348,1639
match,16216,1916
l2update,11225,3729
match,16527,1865
l2update,10369,1633
match,16158,1871
l2update,10297,1594
match,15906,1925
l2update,10935,1639
match,16327,4326
l2update,10721,1673
match,16039,1927
l2update,10542,1628
match,16578,1980
l2update,10420,1605
match,15845,1953
l2update,10353,1596
match,16489,4112
l2update,10585,1697
match,15778,1871
l2update,10444,1634
match,16116,1963
l2update,10465,1573
match,15722,1943
l2update,10918,1673
match,16410,4286
l2update,11018,1755
match,15895,1870
l2update,10704,1655
match,16358,1912
l2update,10884,1615
match,15370,1849
l2update,10550,1629
match,16541,4153
l2update,11177,1707
match,16047,1844
l2update,10834,1678
match,15783,1913
l2update,10617,1612
match,15820,1875
l2update,11350,3764
match,17049,1913
l2update,10534,1572
match,16122,1895
l2update,10771,1630
match,16240,1920
l2update,10480,1598
match,16065,1937
l2update,11068,3841
match,15543,1913
l2update,10889,1634
match,15945,1863
l2update,10756,1632
match,15938,1877
l2update,10294,1589
match,16437,4084
l2update,10488,1667
match,15667,1920
l2update,10666,1682
match,15867,1936
l2update,10350,1643
match,16267,1954
l2update,10836,1650
match,16454,4077
l2update,10635,1651
match,16206,1959
l2update,11166,1798
match,16103,1899
l2update,10380,1616
match,16076,1915
l2update,10518,1608
match,16516,4183
l2update,10582,1676
match,15918,1890
l2update,11043,1635
match,16596,1884
l2update,10402,1594
match,15936,1964
l2update,10868,3788
match,15641,1984
l2update,11004,1681
match,16035,1823
l2update,10585,1612
match,15882,1891
l2update,10467,1603
match,16755,1889
l2update,10820,3831
match,16233,1883
l2update,10440,1610
match,16145,1915
l2update,10224,1627
match,16061,1926
l2update,10538,1621
match,16601,4088
l2update,10771,1668
match,16071,1898
l2update,10898,1669
match,16098,1913
l2update,10822,1644
match,16062,1893
l2update,10250,1542
match,16421,4089
l2update,10850,1713
match,16082,1930
l2update,10465,1638
match,16085,1957
l2update,10719,1674
match,15923,1963
l2update,10638,1581
match,16196,4195
l2update,10468,1708
match,15602,1917
l2update,10742,1636
match,15719,1876
l2update,10932,1645
match,16273,1882
l2update,10912,1658
match,15961,4082
l2update,10847,1701
match,16492,1936
l2update,10847,1635
match,15816,1879
l2update,10729,1632
match,16396,1985
l2update,11433,3819
match,16122,1914
l2update,10297,1589
match,16147,1937
l2update,10465,1603
match,16006,1887
l2update,10383,1629
match,16350,4203
l2update,10530,1679
match,16513,1847
l2update,10715,1587
match,16120,1962
l2update,10687,1597
match,16306,2000
l2update,10625,1701
match,16553,4059
l2update,10430,1667
match,15802,1913
l2update,10770,1620
match,15632,1850
l2update,10345,1610
match,15602,1911
l2update,10629,1605
match,16789,4209
l2update,10626,1740
match,15982,1938
l2update,10475,1620
match,16812,2106
l2update,10582,1621
match,15870,1915
l2update,10995,1604
match,16694,4057
l2update,10940,1703
match,15696,1905
l2update,10432,1637
match,16412,1807
l2update,10718,1634
match,15655,1912
l2update,11081,3794
match,16037,1997
l2update,10386,1640
match,20231,1937
l2update,10732,1922
match,15953,10963
l2update,10398,1571
match,15604,1904
l2update,10709,4262
match,15918,1933
l2update,10195,1562
match,15274,1834
l2update,10577,1619
match,15806,1783
l2update,10085,1597
match,16615,4002
l2update,10245,1559
match,14918,1843
l2update,10122,1583
match,15688,1864
l2update,10394,1546
match,15159,1823
l2update,10502,1555
match,28377,24447
l2update,11606,2127
match,16529,2089
l2update,19674,1698
match,16090,2078
l2update,10234,1609
match,16212,1919
l2update,10542,1602
match,16442,4500
l2update,10881,1671
match,15533,1895
l2update,10516,1622
match,16217,1914
l2update,10235,1562
match,15758,1902
l2update,11041,3744
match,15352,1933
l2update,10784,1609
match,15514,1904
l2update,10547,1603
match,15537,1859
l2update,10573,1546
match,15743,1844
l2update,11020,3745
match,15752,1930
l2update,10222,1591
match,15708,1869
l2update,10308,1617
match,15571,1850
l2update,10181,1620
match,15918,4031
l2update,11003,1664
match,15685,1826
l2update,10022,1565
match,15863,1869
l2update,10167,1518
match,15378,1823
l2update,10663,1557
match,16156,3894
l2update,10804,1649
match,15697,1807
l2update,10539,1613
match,15259,1852
l2update,10497,1604
match,15952,1822
l2update,10812,1605
match,16333,3939
l2update,10584,1697
match,15548,1898
l2update,10685,1622
match,15740,1866
l2update,10679,1766
match,16050,1880
l2update,10256,1565
match,15951,4094
l2update,10322,1665
match,15784,1856
l2update,10629,1605
match,15473,1832
l2update,10508,1600
match,15264,1838
l2update,11215,3649
match,15887,1847
l2update,10282,1571
match,15410,1818
l2update,10314,1587
match,16322,1855
l2update,10101,1555
match,16065,4032
l2update,10425,1637
match,16097,1860
l2update,10860,1577
match,15737,1824
l2update,10700,1548
match,15395,1850
l2update,10392,1577
match,16136,3978
l2update,10696,1646
match,16060,1918
l2update,10362,1526
match,16141,1809
l2update,10210,1545
match,15684,1858
l2update,10268,1535
match,16092,4129
l2update,10394,1609
match,15401,1860
l2update,10275,1630
match,15792,1911
l2update,10288,1512
match,15905,1781
l2update,10562,1645
match,15759,4006
l2update,10457,1641
match,15634,1824
l2update,10266,1629
match,15633,1880
l2update,10254,1594
match,15277,1852
l2update,11069,3671
match,15838,1888
l2update,10854,1630
match,15962,1820
l2update,10358,1549
match,15878,1798
l2update,10113,1584
match,15747,1884
l2update,10552,3739
match,15714,1905
l2update,10191,1525
match,16365,1882
l2update,10119,1525
match,15594,1833
l2update,10044,1550
match,16403,3930
l2update,10259,1624
match,15307,1885
l2update,10781,1596
match,15892,1830
l2update,10353,1579
match,15582,1873
l2update,10202,1568
match,16107,3973
l2update,10199,1627
match,15636,1855
l2update,10178,1596
match,15216,1848
l2update,10162,1557
match,15828,1901
l2update,10172,1541
match,15997,4030
l2update,10819,1682
match,15601,1787
l2update,14814,1602
match,33999,3177
l2update,12166,2554
match,16574,1898
l2update,11792,4644
match,25366,1951
l2update,10661,1766
match,15779,1802
l2update,10583,1577
match,16053,1864
l2update,10595,1558
match,15263,1864
l2update,11178,4092
match,15769,1940
l2update,10151,1584
match,15629,1833
l2update,20656,1523
match,26358,3388
l2update,10456,1924
match,16036,5065
l2update,10047,1634
match,14909,1861
l2update,9961,1620
match,15447,1837
l2update,10120,1604
match,15244,1853
l2update,10436,1612
match,17767,15799
l2update,11041,2001
match,14995,1933
l2update,9903,1620
match,15466,1870
l2update,10436,1552
match,16139,1809
l2update,10159,1575
match,15613,4455
l2update,10533,1676
match,14884,1838
l2update,10541,1593
match,15187,1764
l2update,10477,1557
match,15269,1891
l2update,10332,1548
match,15119,4164
l2update,10486,1676
match,15339,1707
l2update,10079,1511
match,15340,1838
l2update,9966,1508
match,15297,1817
l2update,10867,3717
match,15481,1812
l2update,9941,1539
match,15412,1843
l2update,10349,1531
match,14913,1785
l2update,10310,1572
match,15200,3948
l2update,10007,1649
match,15295,1815
l2update,10532,1579
match,14817,1796
l2update,10418,1636
match,15237,1786
l2update,9986,1553
match,15631,3965
l2update,9956,1637
match,15157,1802
l2update,10081,1518
match,15603,1817
l2update,9870,1534
match,15370,1818
l2update,10427,1562
match,15354,3901
l2update,10519,1621
match,15456,1735
l2update,9865,1526
match,15248,1878
l2update,10001,1541
match,14721,1792
l2update,10092,1577
match,15867,3910
l2update,10284,1665
match,15328,1883
l2update,9917,1607
match,15307,1816
l2update,10472,1535
match,14727,1773
l2update,10761,3678
match,41983,2013
l2update,20615,4288
match,15741,2061
l2update,9968,1491
match,15311,1818
l2update,9966,1551
match,15896,4687
l2update,9862,1579
match,15207,1811
l2update,10016,1580
match,14689,1780
l2update,10023,1510
match,14963,1806
l2update,10332,1527
match,15815,4072
l2update,10417,1629
match,14858,1765
l2update,10419,1547
match,15986,1699
l2update,9932,1487
match,15292,1782
l2update,10053,1497
match,15849,3905
l2update,10386,1608
match,14884,1805
l2update,10179,1579
match,15013,1917
l2update,9918,1556
match,15648,1783
l2update,10337,1473
match,25130,4038
l2update,10601,1773
match,16215,1885
l2update,19215,1609
match,16273,2058
l2update,19532,1592
match,15945,2024
l2update,11339,4031
match,25112,2116
l2update,19625,1742
match,24638,1941
l2update,10332,1579
match,15240,1775
l2update,9771,1522
match,14817,1774
l2update,10706,3804
match,15150,1837
l2update,9922,1515
match,14849,1809
l2update,10134,1565
match,14704,1803
l2update,10439,1558
match,15319,3915
l2update,10395,1645
match,15403,1861
l2update,10426,1548
match,25005,1716
l2update,10175,1687
match,16216,1826
l2update,10196,1521
match,16532,4187
l2update,10252,1657
match,15301,1883
l2update,10425,1596
match,15330,1801
l2update,10183,1604
match,15161,1778
l2update,10214,1532
match,15950,3927
l2update,10215,1652
match,15809,1890
l2update,10068,1568
match,15744,1889
l2update,10373,1551
match,15655,1816
l2update,10668,3731
match,15209,1880
l2update,10496,1595
match,15909,1851
l2update,10225,1508
match,15913,1839
l2update,10214,1545
match,15504,1846
l2update,10828,3778
match,15802,1960
l2update,10443,1698
match,15520,1883
l2update,10170,1550
match,15075,1830
l2update,10363,1566
match,16239,4199
l2update,10634,1623
match,15630,1816
l2update,10381,1562
match,15426,1856
l2update,10628,1628
match,15633,1764
l2update,10646,1587
match,16501,4077
l2update,10274,1668
match,15951,1836
l2update,10253,1600
match,15642,1844
l2update,10737,1563
match,15276,1839
l2update,10576,1598
match,15920,4099
l2update,10261,1657
match,15772,1855
l2update,10221,1564
match,15666,1825
l2update,10112,1511
match,16099,1829
l2update,10179,1515
match,16019,4059
l2update,10769,1649
match,15483,1857
l2update,10090,1573
match,15701,1837
l2update,10052,1515
match,15753,1861
l2update,10714,3747
match,15998,1975
l2update,10710,1526
match,15748,1754
l2update,10055,1534
match,15665,1828
l2update,9950,1548
match,16061,4107
l2update,10151,1658
match,15729,1866
l2update,10152,1535
match,15901,1835
l2update,10405,1557
match,15774,1859
l2update,10366,1525
match,16060,4108
l2update,10694,1675
match,15972,1856
l2update,10309,1644
match,16010,1952
l2update,10478,1529
match,15601,1890
l2update,10128,1560
match,16096,4043
l2update,10765,1659
match,15379,1845
l2update,10704,1600
match,15341,1813
l2update,10506,1581
match,15289,1749
l2update,10470,1535
match,15853,4028
l2update,10705,1675
match,15917,1916
l2update,10381,1620
match,15756,1858
l2update,10351,1563
match,15380,1831
l2update,11031,3844
match,15581,1862
l2update,10079,1545
match,15660,1883
l2update,10125,1553
match,15573,1865
l2update,10620,1563
match,15833,1767
l2update,10914,3848
match,15936,1963
l2update,10223,1504
match,15627,1860
l2update,10355,1642
match,15303,1887
l2update,10498,1563
match,16006,3972
l2update,10241,1587
match,15452,1936
l2update,10109,1559
match,15297,1925
l2update,10464,1592
match,15612,1774
l2update,10226,1503
match,15799,4021
l2update,10371,1673
match,15282,1823
l2update,10281,1536
match,15564,1853
l2update,10319,1497
match,15117,1805
l2update,10631,1591
match,15651,4073
l2update,10326,1643
match,15047,1867
l2update,10100,1552
match,16499,1824
l2update,10497,1468
match,15207,1838
l2update,10585,3734
match,15314,1925
l2update,10558,1601
match,15798,1848
l2update,9981,1551
match,15614,1814
l2update,10599,1505
match,15696,1824
l2update,10755,3643
match,15627,1973
l2update,10345,1585
match,15151,1768
l2update,10610,1584
match,15499,1736
l2update,10311,1566
match,16016,3962
l2update,10694,1604
match,15711,1834
l2update,10554,1534
match,15563,1794
l2update,10253,1581
match,15480,1819
l2update,10024,1574
match,16097,3970
l2update,10213,1637
match,15240,1814
l2update,10470,1598
match,15294,1794
l2update,10515,1549
match,15246,1814
l2update,10493,1563
match,15882,4016
l2update,10308,1703
match,15782,1843
l2update,10633,1573
match,15614,1771
l2update,10341,1588
match,15685,1869
l2update,10225,1578
match,15958,4093
l2update,10742,1668
match,15698,1802
l2update,10510,1562
match,15223,1845
l2update,10154,1547
match,15554,1855
l2update,10405,3739
match,15340,1875
l2update,10392,1580
match,29278,1826
l2update,10967,1939
match,24916,1921
l2update,10581,1660
match,15948,4384
l2update,10495,1627
match,15205,1815
l2update,10502,1582
match,15579,1835
l2update,10025,1522
match,15635,2041
l2update,10546,1609
match,15946,4050
l2update,10230,1583
match,15110,1898
l2update,10480,1582
match,15555,1846
l2update,10168,1504
match,15322,1829
l2update,10614,1580
match,18063,25976
l2update,10820,2052
match,15992,1948
l2update,10348,1561
match,15821,1948
l2update,10212,1596
match,15830,1833
l2update,10690,1639
match,25218,4468
l2update,9959,1695
match,15281,1870
l2update,10018,1500
match,15364,1859
l2update,10396,1525
match,15296,1799
l2update,10666,3766
match,14862,1865
l2update,10372,1608
match,15774,1809
l2update,9828,1579
match,15701,1846
l2update,10105,1520
match,15560,1860
l2update,10726,3669
match,15677,1874
l2update,10211,1543
match,15677,1893
l2update,9911,1526
match,15222,1844
l2update,10358,1510
match,15991,3815
l2update,10326,1661
match,15579,1868
l2update,10410,1546
match,15356,1783
l2update,9913,1556
match,15063,1869
l2update,10441,1517
match,16068,3854
l2update,9963,1585
match,15269,1816
l2update,10213,1560
match,14850,1815
l2update,10411,1552
match,15057,1823
l2update,9863,1527
match,15631,3982
l2update,10042,1622
match,15564,1847
l2update,9914,1486
match,15478,1858
l2update,10424,1540
match,15122,1782
l2update,10468,3483
match,15210,1938
l2update,10475,1608
match,15376,1842
l2update,9729,1475
match,15268,1807
l2update,10117,1553
match,14895,1854
l2update,10819,3582
match,14840,1842
l2update,9837,1592
match,15455,1826
l2update,10248,1497
match,15188,1744
l2update,9937,1466
match,15682,3919
l2update,10092,1611
match,16009,1823
l2update,10472,1500
match,14843,1864
l2update,9889,1567
match,15228,1793
l2update,10506,1699
match,15651,3975
l2update,10432,1636
match,14715,1776
l2update,10443,1569
match,15270,1786
l2update,10491,1559
match,15393,1738
l2update,10151,1575
match,15539,3880
l2update,9966,1566
match,14945,1815
l2update,10400,1588
match,15081,1773
l2update,9943,1530
match,15609,1855
l2update,10135,1526
match,15117,3851
l2update,10249,1670
match,15522,1828
l2update,10021,1627
match,15001,1812
l2update,10382,1564
match,15198,1816
l2update,10553,3644
match,15111,1854
l2update,9956,1567
match,15289,1828
l2update,10508,1557
match,15296,1752
l2update,10533,1626
match,16068,3867
l2update,10078,1627
match,14946,1782
l2update,10266,1548
match,15035,1788
l2update,9892,1610
match,15106,1852
l2update,10398,1608
match,15689,3790
l2update,10063,1588
match,14803,1789
l2update,9730,1529
match,15587,1833
l2update,9899,1525
match,14908,1765
l2update,10280,1553
match,15532,3900
l2update,10327,1610
match,15489,1802
l2update,9931,1505
match,15923,1875
l2update,10210,1603
match,15481,1870
l2update,10208,1506
match,15287,3934
l2update,10247,1665
match,15709,1838
l2update,9904,1547
match,15416,1834
l2update,9938,1541
match,15186,1870
l2update,10698,3564
match,15536,1878
l2update,9942,1536
match,15302,1850
l2update,10271,1503
match,15753,1828
l2update,10137,1546
match,15425,1871
l2update,10283,3338
match,15467,1835
l2update,9808,1534
match,14957,1796
l2update,10305,1596
match,14867,1789
l2update,9901,1495
match,15898,3870
l2update,10288,1691
match,15344,1876
l2update,10416,1554
match,14902,1774
l2update,9871,1531
match,15477,1854
l2update,10386,1504
match,17065,13760
l2update,11136,2100
match,15153,1969
l2update,9949,1619
match,14775,1862
l2update,10489,1572
match,15459,1801
l2update,10259,1578
match,16368,4276
l2update,10122,1677
match,14973,1828
l2update,10184,1560
match,15038,1801
l2update,10090,1549
match,15406,1872
l2update,10555,3594
match,15490,1928
l2update,10141,1549
match,15288,1861
l2update,9886,1536
match,15556,1832
l2update,10033,1490
match,14956,1842
l2update,10103,3685
match,14861,1908
l2update,10532,1537
match,15391,1772
l2update,10458,1551
match,15191,1742
l2update,9867,1541
match,15958,4006
l2update,10191,1653
match,15134,1817
l2update,10347,1564
match,14967,1809
l2update,10215,1578
match,14992,1808
l2update,10368,1525
match,15673,3982
l2update,10171,1654
match,24669,1928
l2update,10619,1709
match,24836,1852
l2update,10764,1771
match,15658,1899
l2update,10404,1617
match,26187,4291
l2update,10196,1747
match,15876,1898
l2update,10109,1556
match,15721,1923
l2update,10165,1598
match,16550,1889
l2update,10922,3801
match,15704,2008
l2update,10122,1630
match,15607,1904
l2update,10588,1521
match,15714,1866
l2update,10320,1559
match,15446,1906
l2update,10805,3686
match,15492,1961
l2update,10814,1651
match,15738,1813
l2update,10394,1580
match,15360,1894
l2update,10217,1598
match,16081,4037
l2update,10655,1671
match,20190,1938
l2update,19290,1829
match,15377,2012
l2update,10176,1531
match,15518,1808
l2update,10095,1488
match,15512,4279
l2update,10077,1624
match,15201,1768
l2update,10087,1577
match,15411,1817
l2update,10014,1540
match,15181,1850
l2update,10526,1529
match,15457,3782
l2update,10328,1629
match,16006,1925
l2update,9938,1565
match,15387,1802
l2update,9983,1515
match,15445,1827
l2update,10057,1519
match,15189,4017
l2update,10084,1601
match,14991,1777
l2update,10312,1528
match,14910,1828
l2update,10248,1554
match,15236,1765
l2update,10295,3616
match,15069,1903
l2update,10374,1627
match,15139,1858
l2update,10341,1577
match,14956,1841
l2update,10267,1535
match,15307,3924
l2update,10442,1664
match,14980,1803
l2update,10028,1557
match,15363,1855
l2update,10078,1553
match,15413,1818
l2update,10015,1514
match,15703,3798
l2update,10551,1662
match,14803,1764
l2update,9808,1561
match,15276,1799
l2update,10001,1535
match,16096,1802
l2update,10452,1476
match,15571,3772
l2update,23789,1646
match,18651,3569
l2update,11003,10719
match,24608,1784
l2update,10466,1746
match,24591,1885
l2update,10025,1625
match,15840,4483
l2update,10328,1621
match,14888,1865
l2update,10520,1567
match,15351,1738
l2update,10427,1565
match,15156,1814
l2update,10669,3729
match,15011,1830
l2update,10249,1582
match,15024,1786
l2update,10416,1568
match,15390,1813
l2update,18889,1584
match,16608,11020
l2update,19876,3967
match,25320,2081
l2update,10855,1754
match,15807,1940
l2update,10986,1693
match,16204,1927
l2update,10731,1721
match,16577,4473
l2update,10827,1699
match,16242,1923
l2update,10837,1604
match,16108,1900
l2update,10498,1564
match,16437,1909
l2update,10617,1668
match,16618,4195
l2update,10704,1655
match,16163,1968
l2update,10753,1641
match,15798,1910
l2update,10933,1633
match,15837,1924
l2update,10720,1629
match,16035,4293
l2update,10616,1728
match,15823,1901
l2update,11137,1779
match,15787,1900
l2update,10602,1672
match,16181,1947
l2update,10829,3971
match,16001,1998
l2update,10983,1581
match,16158,1985
l2update,10418,1594
match,15748,1918
l2update,10360,1643
match,16186,1952
l2update,10950,3915
match,15847,1940
l2update,10717,1634
match,16536,1854
l2update,11018,1602
match,16117,1923
l2update,10453,1575
match,16213,4046
l2update,10803,1763
match,15560,1940
l2update,11031,1649
match,16307,1856
l2update,10484,1594
match,15722,1968
l2update,10732,1612
match,16489,4062
l2update,10977,1696
match,15924,1912
l2update,10834,1553
match,16172,1918
l2update,10535,1614
match,16136,1926
l2update,10301,1600
match,16652,4168
l2update,10457,1650
match,16069,1914
l2update,10520,1591
match,15980,1964
l2update,10403,1556
match,15982,2002
l2update,10460,1563
match,16530,4179
l2update,11090,1584
match,15955,1948
l2update,10998,1634
match,15976,1870
l2update,10533,1526
match,15933,1896
l2update,11359,3886
match,16143,1937
l2update,10799,1657
match,15936,1888
l2update,10522,1658
match,15861,1965
l2update,10437,1568
match,17293,4121
l2update,10592,1608
match,16522,1915
l2update,10475,1559
match,16464,1910
l2update,10386,1602
match,16053,1910
l2update,10456,1530
match,16233,4091
l2update,11077,1662
match,16456,1914
l2update,10629,1663
match,15502,1887
l2update,10746,1586
match,15981,1893
l2update,10544,1549
match,16430,4113
l2update,10817,1715
match,16109,1970
l2update,10668,1570
match,16759,1937
l2update,10475,1546
match,15908,1932
l2update,10575,1529
match,16151,4071
l2update,10447,1643
match,16129,1946
l2update,10581,1601
match,15650,1918
l2update,11054,1751
match,15953,1931
l2update,11376,3855
match,16144,1883
l2update,10905,1638
match,15606,1892
l2update,11097,1622
match,16060,1831
l2update,10501,1628
match,16554,1816
l2update,11013,3898
match,15830,1988
l2update,10578,1623
match,16245,1937
l2update,10577,1594
match,16121,1926
l2update,10463,1647
match,16569,4051
l2update,10511,1703
match,15509,1930
l2update,10439,1602
match,16215,1918
l2update,10684,1646
match,15948,1892
l2update,10382,1615
match,16828,4018
l2update,10499,1676
match,15610,1905
l2update,10437,1563
match,16055,1945
l2update,10391,1572
match,16337,1942
l2update,10823,1538
match,16439,4139
l2update,11099,1656
match,15901,1845
l2update,10774,1608
match,16138,1916
l2update,10584,1596
match,15872,1832
l2update,11339,3860
match,15996,1877
l2update,10559,1674
match,15962,1943
l2update,10429,1590
match,16137,1916
l2update,10535,1569
match,16176,1924
l2update,11359,3817
match,15704,1907
l2update,11159,1523
match,16328,1829
l2update,10510,1577
match,16150,1972
l2update,10531,1520
match,26335,4366
l2update,11073,2259
match,16182,1964
l2update,10954,1626
match,15659,1807
l2update,10426,1600
match,16322,1919
l2update,10425,1556
match,18677,19687
l2update,11721,2160
match,16060,2098
l2update,10465,1681
match,16045,2018
l2update,10527,1677
match,16255,1974
l2update,10479,1681
match,18036,10799
l2update,11670,2020
match,17160,1990
l2update,11002,1674
match,16174,2041
l2update,10813,1690
match,16396,1944
l2update,10789,1642
match,16743,4635
l2update,10535,1697
match,16132,1988
l2update,10898,1669
match,16049,1945
l2update,10760,1686
match,16835,2105
l2update,11414,3970
match,15876,1983
l2update,10560,1556
match,16113,1892
l2update,10516,1599
match,15529,1909
l2update,10475,1627
match,16474,4224
l2update,10589,1669
match,15776,1971
l2update,10961,1671
match,15883,1985
l2update,10507,1653
match,15926,1966
l2update,10423,1600
match,16414,4109
l2update,10611,1714
match,15697,1975
l2update,10389,1636
match,16152,1967
l2update,11056,1621
match,16628,1844
l2update,10513,1549
match,16673,4104
l2update,10610,1658
match,15530,1980
l2update,10335,1586
match,16090,1953
l2update,10336,1598
match,15531,1947
l2update,10705,1611
match,16468,4218
l2update,10546,1745
match,15983,1953
l2update,10801,1660
match,15891,1927
l2update,10814,1648
match,15691,1955
l2update,11178,3882
match,15644,2003
l2update,10776,1646
match,15673,1960
l2update,10793,1685
match,15882,1925
l2update,11025,1671
match,21323,1891
l2update,19899,7182
match,18506,4130
l2update,11112,1838
match,16277,2005
l2update,10772,1692
match,16100,2036
l2update,10970,1702
match,16634,5234
l2update,10770,1735
match,16011,1977
l2update,11193,1722
match,16009,1875
l2update,10370,1690
match,16335,1965
l2update,10767,1684
match,16484,4249
l2update,10559,1686
match,16158,1973
l2update,10742,1646
match,16190,1957
l2update,10334,1602
match,16097,1951
l2update,10838,1624
match,16522,4116
l2update,10625,1709
match,15796,1957
l2update,10544,1646
match,16379,1861
l2update,10828,1639
match,15781,1927
l2update,11416,3915
match,16299,1908
l2update,10548,1654
match,16419,1961
l2update,10467,1603
match,16012,1897
l2update,10513,1615
match,16429,1991
l2update,10935,4100
match,16058,2093
l2update,11015,1643
match,16225,1909
l2update,11141,1640
match,16274,1890
l2update,10896,1634
match,16763,4119
l2update,10463,1746
match,16193,1977
l2update,10399,1602
match,15997,1992
l2update,10909,1661
match,15801,1913
l2update,11082,1641
match,16601,4019
l2update,10600,1704
match,16201,1996
l2update,10951,1683
match,15882,1938
l2update,10365,1634
match,16292,1854
l2update,10361,1626
match,16429,4103
l2update,10557,1710
match,16352,1900
l2update,10637,1667
match,16191,1897
l2update,10742,1686
match,16099,1952
l2update,10705,1650
match,15994,3821
l2update,10778,1726
match,15697,1914
l2update,10815,1666
match,16167,1911
l2update,10661,1600
match,15957,1857
l2update,11139,3824
match,16213,2032
l2update,10397,1649
match,16020,2004
l2update,10479,1645
match,16150,1952
l2update,10985,1613
match,16482,4294
l2update,10680,1713
match,16151,1958
l2update,11085,1663
match,19039,1912
l2update,16071,2533
match,24933,3541
l2update,17679,3346
match,25063,8098
l2update,18650,3575
match,27307,3791
l2update,18820,3581
match,26769,3619
l2update,18592,3024
match,26122,3681
l2update,17764,3440
match,29090,28132
l2update,18608,4014
match,16838,2755
l2update,11059,1783
match,16211,1973
l2update,10876,1721
match,15791,1931
l2update,10953,1699
match,20583,5583
l2update,18578,3217
match,26420,3612
l2update,18919,3641
match,20837,4291
l2update,18357,3119
match,27202,4016
l2update,13553,7933
match,16134,2157
l2update,10633,1720
match,16206,2001
l2update,10694,1692
match,16214,1890
l2update,10877,1630
match,16501,4350
l2update,15194,1749
match,26106,3181
l2update,13118,3353
match,16275,2113
l2update,11022,1686
match,16121,2019
l2update,10536,1562
match,18663,5188
l2update,14860,2612
match,16254,2331
l2update,10976,1709
match,16198,2071
l2update,10550,1634
match,16070,1988
l2update,10542,1676
match,16416,4897
l2update,10790,1694
match,16131,1979
l2update,15671,1662
match,22572,2837
l2update,13723,3276
match,21687,3619
l2update,23747,1963
match,23472,6528
l2update,11282,2332
match,16153,2065
l2update,10499,1619
match,16231,1972
l2update,10449,1604
match,15578,1937
l2update,11606,4592
match,16120,1967
l2update,10483,1670
match,16653,2003
l2update,10666,1592
match,16314,2020
l2update,10879,1667
match,16147,1973
l2update,11650,3936
match,16574,1962
l2update,10506,1626
match,16140,1933
l2update,10546,1624
match,15982,1994
l2update,10911,1659
match,16689,4254
l2update,11215,1723
match,16182,1892
l2update,10837,1618
match,15840,1947
l2update,10726,1697
match,15779,1921
l2update,10751,1697
match,16556,4199
l2update,10608,1688
match,15737,1902
l2update,11151,1706
match,16526,1872
l2update,10965,1714
match,15665,2015
l2update,10656,1682
match,16571,4443
l2update,10498,1702
match,16706,2000
l2update,10632,1681
match,15901,1931
l2update,10773,1639
match,16223,1981
l2update,10878,3913
match,16228,2022
l2update,10731,1627
match,15701,1913
l2update,10897,1642
match,16413,1964
l2update,10604,1646
match,15631,1957
l2update,11267,3889
match,16192,2003
l2update,10998,1649
match,16431,1926
l2update,11085,1678
match,17077,2028
