msg_type,processing_time_ns,buff_read_ns
l2update,9937,1526
match,15010,1801
l2update,10015,1545
match,15457,1843
l2update,9860,1569
match,15986,4003
l2update,9952,1634
match,15279,1831
l2update,9891,1583
match,14878,1905
l2update,9824,1546
match,15536,1845
l2update,10396,1524
match,15892,3687
l2update,10290,1654
match,14882,1854
l2update,9914,1568
match,15296,1857
l2update,10286,1561
match,15066,1864
l2update,10382,3689
match,15070,1906
l2update,10384,1649
match,14918,1780
l2update,10232,1577
match,15450,1860
l2update,10402,1626
match,15217,1775
l2update,10701,3680
match,15455,1926
l2update,9860,1543
match,14877,1823
l2update,10334,1580
match,16183,1805
l2update,10375,1539
match,15220,3878
l2update,10396,1703
match,14879,1805
l2update,9914,1562
match,14872,1814
l2update,9851,1546
match,14814,1899
l2update,10282,1566
match,15814,4231
l2update,10019,1622
match,15316,1863
l2update,10412,1567
match,14800,1786
l2update,10195,1580
match,15129,1963
l2update,10479,1595
match,15594,3862
l2update,10040,1640
match,15912,1834
l2update,9724,1529
match,15336,1811
l2update,10159,1568
match,15298,1832
l2update,10716,3675
match,15467,1897
l2update,10097,1572
match,14776,1838
l2update,10299,1594
match,14855,1824
l2update,10101,1596
match,14793,1837
l2update,10750,3684
match,14860,1882
l2update,10375,1561
match,15047,1765
l2update,10106,1593
match,15488,1929
l2update,10261,1561
match,15866,3845
l2update,10469,1656
match,14835,1855
l2update,9615,1585
match,15313,1873
l2update,10264,1579
match,16048,1871
l2update,9926,1521
match,15533,3946
l2update,10400,1653
match,14944,1811
l2update,10277,1574
match,15277,1868
l2update,9981,1569
match,15256,1823
l2update,10298,1582
match,15767,3956
l2update,10215,1609
match,14901,1835
l2update,10168,1578
match,14879,1787
l2update,9929,1569
match,15287,1836
l2update,9893,1532
match,15470,3899
l2update,10032,1608
match,15547,1901
l2update,9943,1567
match,15016,1803
l2update,9834,1559
match,15431,1848
l2update,10620,3666
match,15559,1907
l2update,10183,1564
match,14756,1863
l2update,10383,1596
match,15300,1775
l2update,9739,1595
match,15745,3877
l2update,9960,1624
match,15250,1867
l2update,10006,1551
match,15851,1777
l2update,9876,1511
match,15089,1882
l2update,10000,1544
match,15565,3967
l2update,10223,1621
match,15164,1852
l2update,9821,1534
match,14869,1838
l2update,9683,1561
match,15254,1866
l2update,9734,1509
match,15451,3938
l2update,10417,1627
match,15239,1791
l2update,9884,1547
match,15199,1876
l2update,9784,1518
match,15099,1861
l2update,10215,1610
match,25618,3944
l2update,22078,1794
match,25422,2802
l2update,10581,1739
match,15205,1809
l2update,10378,1604
match,15554,1793
l2update,10661,4262
match,14946,1924
l2update,9917,1574
match,14846,1795
l2update,10354,1550
match,15570,1849
l2update,10303,1586
match,15323,1828
l2update,10484,3624
match,14789,1881
l2update,10115,1587
match,14849,1834
l2update,9806,1561
match,15564,1849
l2update,9942,1475
match,15868,3873
l2update,10020,1645
match,15374,1884
l2update,10392,1546
match,15188,1794
l2update,9685,1524
match,15350,1852
l2update,9838,1513
match,15662,3928
l2update,10044,1613
match,15502,1876
l2update,9853,1582
match,15197,1840
l2update,10125,1576
match,14815,1843
l2update,10089,1534
match,15925,3902
l2update,10382,1654
match,15328,1871
l2update,9818,1556
match,15151,1844
l2update,10324,1524
match,15186,1769
l2update,10764,3690
match,15144,1856
l2update,10386,1585
match,15549,1799
l2update,10308,1501
match,15133,1773
l2update,10258,1597
match,14956,1849
l2update,10388,3749
match,15201,1895
l2update,9760,1591
match,14784,1856
l2update,9799,1580
match,15466,1888
l2update,10044,1562
match,15465,3950
l2update,10423,1690
match,15221,1858
l2update,10460,1540
match,15321,1851
l2update,10280,1505
match,15089,1793
l2update,10246,1591
match,15422,4034
l2update,10495,1684
match,15339,1773
l2update,9846,1506
match,15179,1875
l2update,10291,1541
match,15473,1781
l2update,9764,1550
match,15712,3886
l2update,9945,1595
match,15342,1864
l2update,10435,1597
match,15289,1772
l2update,10374,1534
match,15081,1773
l2update,13041,22964
match,16047,2404
l2update,10863,1750
match,15513,1938
l2update,10269,1635
match,14938,1938
l2update,10517,1593
match,15183,1814
l2update,10932,4010
match,15421,1883
l2update,9780,1537
match,15595,1832
l2update,10285,1578
match,14781,1799
l2update,10433,1564
match,15884,3813
l2update,10553,1688
match,15615,1796
l2update,9845,1554
match,15216,1866
l2update,10335,1590
match,15232,1923
l2update,9840,1553
match,15560,3932
l2update,10509,1646
match,15421,1781
l2update,10282,1593
match,15326,1886
l2update,10524,1545
match,15509,1816
l2update,9937,1593
match,15801,3956
l2update,9920,1653
match,14944,1909
l2update,10123,1557
match,15653,1870
l2update,10063,1537
match,15233,1850
l2update,9873,1531
match,15461,3874
l2update,10122,1596
match,15837,1893
l2update,10319,1533
match,15238,1901
l2update,10367,1575
match,14978,1840
l2update,10520,3766
match,15319,1960
l2update,10293,1679
match,15151,1916
l2update,9936,1588
match,15294,1896
l2update,9848,1525
match,15557,3908
l2update,10329,1593
match,15388,1868
l2update,9942,1571
match,15270,1828
l2update,10173,1493
match,15136,1850
l2update,9898,1537
match,15657,3850
l2update,10056,1667
match,15123,1834
l2update,10351,1608
match,15244,1924
l2update,9943,1585
match,15585,1887
l2update,10315,1611
match,15469,3968
l2update,9859,1664
match,15219,1828
l2update,9897,1529
match,15170,1852
l2update,10320,1545
match,14777,1866
l2update,10342,1519
match,15785,3939
l2update,10001,1601
match,15339,1910
l2update,10544,1563
match,15890,1775
l2update,9967,1533
match,15937,1871
l2update,10490,3583
match,15012,1891
l2update,10037,1598
match,15557,2046
l2update,10170,1612
match,14870,1835
l2update,9802,1561
match,15017,1856
l2update,10531,3727
match,14877,1926
l2update,10127,1596
match,15375,1894
l2update,9868,1520
match,14838,1887
l2update,10382,1584
match,15495,3833
l2update,10182,1596
match,15391,1862
l2update,10368,1525
match,15131,1907
l2update,10325,1557
match,14718,1853
l2update,10397,1568
match,15827,3922
l2update,10072,1662
match,15355,1826
l2update,19912,2087
match,16807,3258
l2update,10219,1729
match,15397,1914
l2update,9846,1607
match,16114,4879
l2update,9952,1621
match,14935,1833
l2update,10426,1542
match,15424,1862
l2update,9831,1531
match,15230,1863
l2update,10900,3799
match,15362,1826
l2update,10171,1553
match,15232,1842
l2update,10409,1508
match,15143,1729
l2update,9784,1563
match,15220,1853
l2update,10265,3751
match,15378,1844
l2update,9886,1538
match,14912,1826
l2update,10317,1585
match,15022,1834
l2update,10146,1575
match,15806,3920
l2update,9982,1610
match,15486,1855
l2update,10402,1548
match,15504,1821
l2update,10132,1571
match,15249,1814
l2update,10363,1553
match,15524,4076
l2update,10389,1580
match,15272,1831
l2update,10042,1527
match,15556,1865
l2update,10280,1531
match,14840,1810
l2update,10071,1540
match,15635,3937
l2update,9940,1639
match,16008,1829
l2update,9931,1517
match,15336,1848
l2update,9899,1500
match,14772,1812
l2update,9818,1551
match,17845,14928
l2update,10566,1984
match,15755,1938
l2update,10393,1584
match,14992,1859
l2update,9810,1615
match,15563,1904
l2update,10694,4130
match,24915,1899
l2update,11662,2157
match,24941,2033
l2update,10218,1794
match,15678,1958
l2update,10133,1601
match,16021,4422
l2update,9963,1617
match,15540,1840
l2update,9929,1520
match,14872,1796
l2update,10558,1562
match,15459,1795
l2update,9846,1567
match,15485,4018
l2update,10062,1634
match,15365,1857
l2update,9890,1494
match,16125,1868
l2update,9872,1508
match,15444,1830
l2update,10363,1546
match,15105,4049
l2update,10362,1645
match,14977,1828
l2update,9924,1569
match,15512,1913
l2update,9883,1518
match,15560,1870
l2update,10102,1625
match,15654,3900
l2update,10384,1623
match,15225,1930
l2update,9941,1520
match,15627,1859
l2update,10214,1535
match,15292,1883
l2update,10530,3693
match,15828,1902
l2update,9959,1530
match,15202,1859
l2update,9718,1540
match,14788,1770
l2update,10034,1526
match,14839,1859
l2update,10130,3718
match,14865,1875
l2update,9924,1525
match,15539,1873
l2update,10503,1551
match,15592,1782
l2update,9746,1599
match,15705,3800
l2update,10286,1630
match,15455,1892
l2update,11106,10588
match,15688,1844
l2update,10690,1625
match,15675,1870
l2update,10083,1602
match,15947,4272
l2update,10210,1637
match,15669,1865
l2update,10102,1499
match,15584,1930
l2update,10484,1563
match,15217,1864
l2update,10160,1554
match,15757,4078
l2update,10894,1649
match,15779,1854
l2update,10098,1577
match,15989,1885
l2update,9993,1547
match,15825,1917
l2update,10852,3793
match,15277,1993
l2update,10455,1640
match,15331,1834
l2update,10447,1581
match,15621,1882
l2update,10171,1523
match,15648,1886
l2update,10524,3813
match,15866,1974
l2update,10562,1598
match,15821,1932
l2update,10077,1550
match,15635,1922
l2update,11120,1723
match,15933,3949
l2update,10542,1731
match,15130,1869
l2update,10560,1625
match,15578,1918
l2update,10516,1561
match,15714,1891
l2update,10637,1599
match,15646,4083
l2update,10797,1646
match,15846,1831
l2update,10605,1620
match,15343,1888
l2update,10045,1572
match,16106,1889
l2update,10420,1637
match,16028,3935
l2update,10637,1707
match,16015,1908
l2update,10280,1553
match,16380,1911
l2update,10630,1510
match,15649,1807
l2update,10484,1557
match,16442,4002
l2update,10287,1680
match,15213,1889
l2update,10011,1635
match,15110,1864
l2update,10543,1616
match,15125,1836
l2update,11036,3813
match,15755,1971
l2update,10264,1568
match,15068,1871
l2update,10370,1637
match,15573,1855
l2update,10524,1588
match,16304,4101
l2update,10643,1654
match,15685,1890
l2update,10063,1555
match,15237,1924
l2update,10348,1619
match,15228,1856
l2update,10468,1646
match,15937,4078
l2update,10664,1694
match,15151,1868
l2update,20636,1634
match,24179,2027
l2update,18594,12788
match,25931,3800
l2update,14266,3690
match,16821,6135
l2update,10894,1750
match,15900,1890
l2update,10252,1603
match,15897,1924
l2update,10541,1619
match,15767,1865
l2update,10469,1597
match,16167,4192
l2update,10680,1639
match,15735,1928
l2update,10197,1574
match,15188,1968
l2update,10259,1618
match,15545,1861
l2update,11087,3898
match,15822,1912
l2update,10145,1556
match,15785,1917
l2update,10276,1545
match,15625,1854
l2update,10647,1574
match,15862,1812
l2update,10712,3888
match,15625,1945
l2update,10091,1607
match,15297,1861
l2update,10335,1592
match,15697,1916
l2update,10191,1603
match,16414,4267
l2update,10814,1631
match,15779,1855
l2update,10192,1559
match,15330,1926
l2update,10783,1543
match,16170,1862
l2update,10121,1599
match,16088,4167
l2update,10233,1701
match,15327,1865
l2update,10606,1646
match,15656,1951
l2update,10124,1600
match,15666,1920
l2update,10205,1626
match,16216,4098
l2update,10565,1634
match,15212,1906
l2update,10387,1569
match,15162,1938
l2update,10067,1617
match,15673,1892
l2update,10792,3852
match,15256,1927
l2update,10052,1606
match,15747,1956
l2update,10356,1553
match,15696,1834
l2update,10686,1563
match,15573,1881
l2update,10587,3738
match,15758,1983
l2update,10422,1598
match,15291,1867
l2update,10213,1579
match,16533,1899
l2update,10235,1514
match,16017,4004
l2update,10308,1634
match,15727,1937
l2update,10761,1597
match,15774,1870
l2update,10211,1614
match,25403,1869
l2update,10387,1657
match,18234,4298
l2update,25050,2647
match,25725,3204
l2update,26377,3442
match,16667,2602
l2update,10673,1737
match,31046,1940
l2update,18064,2906
match,26928,7690
l2update,11360,1960
match,16109,1935
l2update,12099,1721
match,34561,3035
l2update,14665,3255
match,16047,2267
l2update,10781,1710
match,15776,4851
l2update,10335,1650
match,15094,1900
l2update,20812,1666
match,25595,2637
l2update,10693,1812
match,16205,1966
l2update,12992,4588
match,43441,3404
l2update,15377,3324
match,17755,2349
l2update,25845,2724
match,24682,3906
l2update,11341,2307
match,15984,5183
l2update,10172,1648
match,15847,1897
l2update,10205,1556
match,15950,1890
l2update,10231,1570
match,15308,1864
l2update,10029,1574
match,16083,4061
l2update,10700,1772
match,15680,1904
l2update,10176,1544
match,15564,1928
l2update,10350,1524
match,15076,1879
l2update,10468,1603
match,16005,4252
l2update,10896,1689
match,15633,1877
l2update,10573,1553
match,15308,1885
l2update,10222,1611
match,15175,1876
l2update,10175,1594
match,15976,3952
l2update,10180,1668
match,15341,1909
l2update,10322,1547
match,15654,1791
l2update,10566,1593
match,15273,1866
l2update,10711,3862
match,15351,1920
l2update,10387,1623
match,15238,1870
l2update,10134,1552
match,15279,1845
l2update,10124,1564
match,16355,4089
l2update,10264,1654
match,15429,1900
l2update,10153,1616
match,15564,1886
l2update,10102,1501
match,15713,1883
l2update,10702,1576
match,16119,3890
l2update,10174,1642
match,15357,1843
l2update,10625,1632
match,15222,1839
l2update,10549,1643
match,15011,1802
l2update,10496,1560
match,15588,4218
l2update,10333,1620
match,16135,1883
l2update,10182,1518
match,15121,1849
l2update,10570,1628
match,15215,1873
l2update,10469,1573
match,16168,3982
l2update,10648,1676
match,23626,1872
l2update,16637,2898
match,16507,2514
l2update,10130,1618
match,15721,1952
l2update,13593,27621
match,16199,2358
l2update,10278,1682
match,15813,1910
l2update,19697,1544
match,16127,2080
l2update,10357,1685
match,16216,2025
l2update,11442,4398
match,16230,2017
l2update,10344,1682
match,16991,1929
l2update,10536,1647
match,22474,1992
l2update,20486,3778
match,17835,6298
l2update,11291,1841
match,16176,1926
l2update,10852,1687
match,15752,1917
l2update,10369,1628
match,15573,1889
l2update,10398,1640
match,16754,4359
l2update,10341,1684
match,16124,1946
l2update,10847,1787
match,16559,1934
l2update,11060,1657
match,15962,1887
l2update,10439,1603
match,16558,4252
l2update,10369,1679
match,15949,1933
l2update,10938,1637
match,15922,1915
l2update,11064,1666
match,16077,1927
l2update,11492,3854
match,15793,1944
l2update,10466,1686
match,15655,1899
l2update,10506,1652
match,16278,1913
l2update,10558,1646
match,15579,1919
l2update,11424,3872
match,16195,1992
l2update,10738,1688
match,15772,1915
l2update,10669,1715
match,16538,1915
l2update,10972,1655
match,16531,4087
l2update,10969,1715
match,15937,1852
l2update,10719,1708
match,15647,1870
l2update,10786,1620
match,16175,1867
l2update,10991,1581
match,16542,4063
l2update,10556,1726
match,16167,1963
l2update,10408,1676
match,16361,1918
l2update,10389,1618
match,16299,1945
l2update,10538,1618
match,16808,4211
l2update,10490,1717
match,16438,1917
l2update,10559,1586
match,16107,1906
l2update,10398,1668
match,16060,1916
l2update,10503,1622
match,16666,4087
l2update,10796,1676
match,16060,1945
l2update,10498,1644
match,15554,1924
l2update,10467,1593
match,16056,1936
l2update,11328,4056
match,15823,1963
l2update,10508,1660
match,16200,1925
l2update,11054,1631
match,16072,1870
l2update,10467,1584
match,16381,4245
l2update,10972,1699
match,16125,1915
l2update,10523,1648
match,16166,1958
l2update,11014,1650
match,16119,1863
l2update,10681,1622
match,16453,4175
l2update,10527,1723
match,16296,1938
l2update,11059,1642
match,15650,1900
l2update,10881,1677
match,16442,1903
l2update,10414,1581
match,16517,4136
l2update,11026,1716
match,16148,1896
l2update,10886,1617
match,16014,2064
l2update,10899,1621
match,15578,1882
l2update,10499,1625
match,16308,4176
l2update,10357,1668
match,15837,1955
l2update,10785,1675
match,16007,1913
l2update,10389,1643
match,16068,1842
l2update,10854,3852
match,15978,1938
l2update,10875,1576
match,16019,1900
l2update,10440,1624
match,16026,1913
l2update,10338,1612
match,16078,1915
l2update,11321,3930
match,15622,1983
l2update,10824,1602
match,16132,1932
l2update,10801,1604
match,15666,1863
l2update,10499,1622
match,16646,4172
l2update,10551,1652
match,16238,1924
l2update,10331,1596
match,16675,1976
l2update,10365,1597
match,15681,1936
l2update,11060,1647
match,16445,4180
l2update,11166,1703
match,16188,1845
l2update,10455,1623
match,16224,1946
l2update,10488,1582
match,16301,1938
l2update,10409,1606
match,16170,4098
l2update,10459,1678
match,15969,1933
l2update,10497,1587
match,20810,7577
l2update,11462,1954
match,16280,1907
l2update,13781,17085
match,16441,2413
l2update,10645,1770
match,16340,1942
l2update,10947,1636
match,16186,1888
l2update,11082,1643
match,16533,1838
l2update,11330,4482
match,16113,2009
l2update,10362,1588
match,16429,1961
l2update,10529,1610
match,16297,1955
l2update,10424,1601
match,16479,4197
l2update,10649,1721
match,16322,1996
l2update,10806,1644
match,25959,1903
l2update,18963,3605
match,25787,4048
l2update,17320,3221
match,26155,8742
l2update,17419,3324
match,24692,3472
l2update,16700,2571
match,26426,3958
l2update,16708,3390
match,24475,3269
l2update,17260,3237
match,18961,9201
l2update,16109,1986
match,25296,3739
l2update,17611,3421
match,22685,3759
l2update,15881,2440
match,26032,3434
l2update,16695,3511
match,24158,8367
l2update,16755,3057
match,25136,3395
l2update,17233,3109
match,23745,3342
l2update,16450,2983
match,24942,3228
l2update,20047,8279
match,20229,3874
l2update,11224,1987
match,16330,2015
l2update,11005,1688
match,16091,1923
l2update,10871,1675
match,16679,5082
l2update,10629,1694
match,16185,2010
l2update,10507,1571
match,16207,1952
l2update,10660,1564
match,16017,2021
l2update,10548,1596
match,16536,4349
l2update,10512,1716
match,16515,1982
l2update,11106,1610
match,16102,1902
l2update,10462,1604
match,16301,1981
l2update,10530,1566
match,16262,4287
l2update,11112,1678
match,16265,1948
l2update,10508,1623
match,15605,2016
l2update,10895,1669
match,15833,1960
l2update,10730,1643
match,16037,4190
l2update,10865,1707
match,16061,1913
l2update,11032,1686
match,16254,1894
l2update,10450,1602
match,15985,1929
l2update,11330,3936
match,16169,1963
l2update,10442,1644
match,17021,1973
l2update,11025,1557
match,16677,1877
l2update,10500,1594
match,16056,1966
l2update,11206,3937
match,15743,2042
l2update,10616,1640
match,16061,1976
l2update,10562,1607
match,16088,1916
l2update,10540,1614
match,16561,4224
l2update,10869,1666
match,15918,1924
l2update,11036,1603
match,16350,1908
l2update,10342,1603
match,16166,1971
l2update,10362,1587
match,16506,4180
l2update,10703,1666
match,16401,2000
l2update,10384,1611
match,16085,1950
l2update,10492,1617
match,16242,1938
l2update,11004,1546
match,26705,4190
l2update,10130,1728
match,15702,1934
l2update,10165,1627
match,24548,1903
l2update,10391,1663
match,15303,1882
l2update,10779,4004
match,15416,2005
l2update,9934,1502
match,15311,1865
l2update,9990,1490
match,15447,1837
l2update,10384,1566
match,15148,1869
l2update,10344,3769
match,15349,1890
l2update,9950,1510
match,15422,1827
l2update,9903,1529
match,14698,1800
l2update,9889,1512
match,16060,3928
l2update,10435,1619
match,15810,1865
l2update,9996,1469
match,15159,1866
l2update,10030,1521
match,15687,1899
l2update,9844,1537
match,15936,3959
l2update,10053,1565
match,15136,1843
l2update,10277,1542
match,14780,1800
l2update,10264,1528
match,14938,1790
l2update,9849,1550
match,15622,4296
l2update,10121,1563
match,15131,1860
l2update,9909,1496
match,15172,1821
l2update,10170,1549
match,14957,1822
l2update,9974,1561
match,15389,4228
l2update,9941,1560
match,15249,1945
l2update,10569,1520
match,15450,1827
l2update,9889,1469
match,15349,1858
l2update,10633,3837
match,15297,1851
l2update,9952,1545
match,15526,1861
l2update,10293,1492
match,14885,1799
l2update,9977,1519
match,15619,4009
l2update,10393,1679
match,15271,1852
l2update,10053,1497
match,15755,1849
l2update,10586,1570
match,15146,1808
l2update,9841,1486
match,15645,3899
l2update,10007,1603
match,14818,1781
l2update,9851,1550
match,15220,1845
l2update,9990,1492
match,15377,1840
l2update,9978,1526
match,15596,3974
l2update,10120,1615
match,15260,1839
l2update,9831,1551
match,15236,1809
l2update,10418,1558
match,15263,1758
l2update,10112,1544
match,15633,3882
l2update,9894,1579
match,15042,1843
l2update,10143,1497
match,15145,1738
l2update,10367,1562
match,15225,1794
l2update,10875,3600
match,15476,1962
l2update,10299,1549
match,15340,1841
l2update,10308,1524
match,14732,1812
l2update,10384,1554
match,15772,4043
l2update,9983,1579
match,15515,1879
l2update,9932,1511
match,15194,1831
l2update,10075,1519
match,15482,1865
l2update,10178,1548
match,15767,3957
l2update,10029,1586
match,15397,1886
l2update,19866,1554
match,26987,1994
l2update,10862,2246
match,15853,1819
l2update,9861,1532
match,15617,4704
l2update,9996,1534
match,15933,1820
l2update,10041,1512
match,15307,1869
l2update,9993,1510
match,15282,1831
l2update,10482,1547
match,15628,3968
l2update,10187,1621
match,15568,1840
l2update,9950,1530
match,15061,1855
l2update,10168,1536
match,14955,1814
l2update,10511,3708
match,14919,1880
l2update,10292,1544
match,15689,1812
l2update,10026,1531
match,15356,1893
l2update,9819,1521
match,15977,1849
l2update,10210,3619
match,15403,1949
l2update,10455,1579
match,15214,1842
l2update,10449,1534
match,14978,1835
l2update,10185,1571
match,15219,3859
l2update,10465,1528
match,15168,1903
l2update,9953,1546
match,14729,1901
l2update,10362,1538
match,15224,1828
l2update,10386,1519
match,15516,3986
l2update,10235,1591
match,14742,1840
l2update,10393,1560
match,14897,1845
l2update,10549,1566
match,15054,1791
l2update,10379,1560
match,15411,4010
l2update,10307,1631
match,15126,1896
l2update,10034,1535
match,15315,1844
l2update,10518,1590
match,15253,1824
l2update,10863,3593
match,14880,1890
l2update,10535,1572
match,15395,1765
l2update,10496,1581
match,15183,1848
l2update,10545,1561
match,15289,1771
l2update,10155,3749
match,15137,1923
l2update,10868,1708
match,15309,1769
l2update,9875,1563
match,15344,1828
l2update,10157,1536
match,15705,4023
l2update,10388,1631
match,14856,1856
l2update,9905,1488
match,14955,1850
l2update,10267,1581
match,14942,1828
l2update,10453,1543
match,15571,3939
l2update,10477,1638
match,14930,1827
l2update,10103,1569
match,15639,1840
l2update,10300,1504
match,14825,1756
l2update,9927,1515
match,15382,4134
l2update,10328,1580
match,15610,1810
l2update,10177,1506
match,15315,1841
l2update,10352,1516
match,15400,1880
l2update,9994,1503
match,15596,3908
l2update,10511,1627
match,15286,1765
l2update,10510,1513
match,15279,1777
l2update,9929,1530
match,15218,1852
l2update,13407,27218
match,16064,2339
l2update,10258,1670
match,14846,1898
l2update,10365,1610
match,14925,1899
l2update,10595,1562
match,15626,4362
l2update,10034,1567
match,15553,1861
l2update,9788,1517
match,15160,1867
l2update,9931,1543
match,15905,1816
l2update,10095,1529
match,15285,3959
l2update,10102,1595
match,15070,1816
l2update,10286,1522
match,14916,1787
l2update,9822,1491
match,15115,1825
l2update,9910,1486
match,15738,3854
l2update,10380,1646
match,15147,1828
l2update,10431,1548
match,15241,1770
l2update,9831,1453
match,15202,1820
l2update,10023,1512
match,15629,3941
l2update,9873,1615
match,15118,1856
l2update,10112,1590
match,15079,1824
l2update,10327,1559
match,14999,1840
l2update,10444,3605
match,15141,1901
l2update,9955,1519
match,15864,1817
l2update,9903,1493
match,15283,1817
l2update,10265,1510
match,14934,1788
l2update,10719,3700
match,15419,1850
l2update,10153,1616
match,14855,1836
l2update,10138,1700
match,15640,1924
l2update,10233,1610
match,15562,3982
l2update,10577,1696
match,15333,1810
l2update,9867,1491
match,14964,1814
l2update,9835,1497
match,15032,1833
l2update,9910,1475
match,16167,3871
l2update,10297,1567
match,15184,1890
l2update,10153,1513
match,14867,1810
l2update,10342,1553
match,14871,1826
l2update,10438,1550
match,15550,3958
l2update,10253,1614
match,16086,1840
l2update,9830,1482
match,15759,1829
l2update,9965,1557
match,15444,1841
l2update,10260,3526
match,15213,1904
l2update,10247,1610
match,15454,1909
l2update,9947,1534
match,15203,1846
l2update,9828,1491
match,15564,1822
l2update,10472,3681
match,14731,1895
l2update,9961,1568
match,15575,1821
l2update,9914,1590
match,15119,1812
l2update,9894,1540
match,15640,3964
l2update,10317,1613
match,14926,1831
l2update,10097,1594
match,15594,1835
l2update,10338,1555
match,15441,1777
l2update,10324,1584
match,15280,3742
l2update,10333,1631
match,15116,1866
l2update,9937,1546
match,15298,1797
l2update,10230,1578
match,15155,1755
l2update,9898,1520
match,15431,3926
l2update,9866,1615
match,15571,1878
l2update,10059,1541
match,15274,1846
l2update,9947,1531
match,15313,1844
l2update,9871,1497
match,15495,3890
l2update,10049,1617
match,15246,1843
l2update,9960,1500
match,15162,1770
l2update,10386,1515
match,15396,1769
l2update,10747,3517
match,15323,1854
l2update,10329,1507
match,14933,1835
l2update,9874,1513
match,15333,1838
l2update,10223,1539
match,15459,4006
l2update,10447,1630
match,15107,1773
l2update,9876,1516
match,15274,1825
l2update,10344,1540
match,15406,1991
l2update,9923,1543
match,15602,3885
l2update,9995,1500
match,15604,1847
l2update,10290,1533
match,15019,1834
l2update,10374,1536
match,14791,1785
l2update,9838,1533
match,15856,4038
l2update,10181,1656
match,14780,1807
l2update,10231,1552
match,15281,1842
l2update,19913,1531
match,20881,1931
l2update,19453,1823
match,15606,4444
l2update,10416,1639
match,15241,1877
l2update,9962,1495
match,14910,1836
l2update,10132,1562
match,14884,1808
l2update,12665,14437
match,15660,2264
l2update,10618,1685
match,15857,1821
l2update,9958,1546
match,15333,1784
l2update,10234,1594
match,15968,1793
l2update,10597,4225
match,15325,1844
l2update,10045,1526
match,15391,1901
l2update,9968,1548
match,15153,1841
l2update,10016,1581
match,16038,4034
l2update,10218,1684
match,15292,1855
l2update,9839,1499
match,15323,1857
l2update,10355,1576
match,14881,1810
l2update,10316,1585
match,15561,3935
l2update,10556,1681
match,15437,1832
l2update,10387,1558
match,14962,1773
l2update,9798,1528
match,14817,1823
l2update,9999,1539
match,15716,4063
l2update,10604,1639
match,15465,1776
l2update,10046,1481
match,15679,1810
l2update,9946,1483
match,15256,1794
l2update,10781,3622
match,14876,1887
l2update,10023,1522
match,14856,1821
l2update,9739,1515
match,15683,1819
l2update,9864,1548
match,15170,1841
l2update,10554,3685
match,15166,1872
l2update,10062,1587
match,15334,1817
l2update,9950,1532
match,15235,1840
l2update,9991,1554
match,15733,3949
l2update,10514,1611
match,15341,1752
l2update,9992,1534
match,15276,1766
l2update,9910,1518
match,15140,1899
l2update,10155,1652
match,15643,3971
l2update,9949,1639
match,15223,1920
l2update,9953,1497
match,16128,1835
l2update,9867,1486
match,14695,1859
l2update,10423,1572
match,15844,3901
l2update,9982,1660
match,15270,1863
l2update,10534,1533
match,15359,1767
l2update,10282,1586
match,14980,1840
l2update,10317,1548
match,15568,3953
l2update,10177,1656
match,15537,1886
l2update,9896,1587
match,15140,1834
l2update,10244,1567
match,14973,1806
l2update,10116,3585
match,14899,1838
l2update,10467,1607
match,15237,1793
l2update,9858,1544
match,15135,1848
l2update,10390,1568
match,16205,4013
l2update,10278,1575
match,15262,1810
l2update,9882,1488
match,15392,1805
l2update,10072,1521
match,15363,1764
l2update,9897,1484
match,15155,3771
l2update,10347,1641
match,15071,1826
l2update,9862,1579
match,15325,1819
l2update,10326,1541
match,15259,1849
l2update,9795,1542
match,15692,4005
l2update,10043,1583
match,16054,1830
l2update,10453,1471
match,15274,1758
l2update,9878,1497
match,15126,1837
l2update,9906,1448
match,15486,3917
l2update,10428,1639
match,14895,1846
l2update,9878,1551
match,15676,1831
l2update,10003,1513
match,15173,1774
l2update,10584,3705
match,15446,1925
l2update,9911,1524
match,15132,1849
l2update,9973,1552
match,15806,1833
l2update,10493,1454
match,15115,1793
l2update,10678,3313
match,14965,1836
l2update,10403,1566
match,15336,1749
l2update,9808,1502
match,15091,1814
l2update,10347,1543
match,15050,3828
l2update,10553,1676
match,15255,1807
l2update,10334,1558
match,15645,1818
l2update,9898,1551
match,14586,1789
l2update,9806,1531
match,15553,3880
l2update,10236,1744
match,14988,1828
l2update,9934,1542
match,14840,1807
l2update,10308,1580
match,15014,1767
l2update,9682,1484
match,15560,4173
l2update,10189,1603
match,14841,1821
l2update,10042,1554
match,15158,1816
l2update,10381,1553
match,15138,1736
l2update,10310,3607
match,15376,1835
l2update,9847,1594
match,15259,1824
l2update,9860,1550
match,15195,1819
l2update,9802,1562
match,15370,1837
l2update,10583,3785
match,15206,1882
l2update,19773,1532
match,15805,1916
l2update,10666,1512
match,15515,1828
l2update,10233,1513
match,15841,4165
l2update,20275,1630
match,15328,1956
l2update,9922,1523
match,20580,1878
l2update,17145,2985
match,24440,3824
l2update,11626,2476
match,15835,5088
l2update,10247,1707
match,15070,1867
l2update,9993,1520
match,15424,1833
l2update,18915,1452
match,15431,2022
l2update,10247,1550
match,16845,13114
l2update,10487,1597
match,15096,1816
l2update,10311,1552
match,15706,1854
l2update,10028,1472
match,15170,1818
l2update,10738,3768
