processing,buffer_read
206,5258033
45,810
210,6742487
45,691
45,383
45,461
216,4162369
46,876
228,11759490
46,621
45,446
206,22565273
48,664
45,346
45,446
45,4177
45,3658
45,358
46,2976
43,2629
197,1902023
46,877
203,1285480
198,4067448
45,850
203,13936860
46,869
203,9657651
45,681
46,371
44,427
205,9617851
45,714
46,448
218,7465986
205,11828686
45,872
202,11288162
228,4799035
215,5377627
48,817
44,431
228,1067823
186,12993487
205,14964705
206,2600966
44,4295
243,5441517
60,1138
203,3187263
46,4197
195,4901239
44,845
220,1089442
45,894
218,9962792
45,932
213,6391641
47,822
197,1112038
45,4202
203,6424945
204,3235077
45,849
203,1117487
218,6477665
196,7481676
223,3576418
215,4170329
45,4317
202,899936
203,9638454
216,5458030
206,2003326
45,875
198,12864264
45,757
44,286
45,431
201,2616019
203,9684761
221,6616082
198,7767214
198,16538506
208,2702837
198,19423266
208,13008034
45,895
208,3659901
205,8601394
45,669
45,376
45,418
196,4507598
45,874
199,9615297
45,829
228,11772627
45,847
198,11213251
45,699
45,441
221,4251094
221,1061564
213,8534754
203,5383717
45,704
45,483
204,3172143
197,7529359
216,10686963
47,689
44,349
48,293
45,463
206,8491473
45,852
47,437
203,9141236
45,674
45,446
45,4232
45,2876
221,12173493
46,871
218,2164007
60,1115
73,626
203,2087560
45,811
220,4221941
198,8225971
46,829
240,1098863
53,1266
195,8768523
45,4282
220,1940161
202,7684703
195,2591462
197,9750171
45,774
215,2158996
215,2213076
200,7301939
45,830
228,4860252
45,819
206,2623266
203,24116778
45,736
45,321
46,300
45,303
45,281
45,298
42,394
218,3402740
46,761
201,3008279
44,790
198,7647035
46,734
45,311
46,283
45,315
46,421
209,3186769
46,723
48,421
203,4282915
44,780
228,1308204
213,3051705
205,7502611
203,4419445
44,705
47,469
48,4706
45,381
220,7565911
198,4283038
45,697
45,348
46,285
48,281
47,414
208,1099244
46,641
48,330
45,428
202,2165982
215,3214461
203,4354323
45,706
44,514
198,11791139
45,659
45,366
44,419
229,5314501
218,13932225
198,10751818
45,1273
45,396
46,423
203,11825734
46,739
45,366
46,295
46,301
45,288
44,429
217,2107723
45,4174
228,1096022
202,5343267
45,4147
228,2535566
45,822
206,9122644
46,744
45,336
45,295
48,391
198,4387341
44,4999
211,4073498
203,1064019
208,15883228
230,2183597
83,1195
83,7765
213,3174361
210,2117873
208,10817603
45,839
205,4156702
207,1028054
198,5370628
45,782
197,8681439
46,4219
213,6300300
45,4165
198,1054237
203,2137788
45,672
45,293
45,416
215,2116327
48,4305
205,11741347
45,822
218,92579137
45,902
44,289
45,449
45,4683
45,2964
45,4355
47,354
45,326
45,2892
45,2676
45,2763
45,2709
44,2707
45,4084
46,393
45,296
43,306
47,2759
44,2684
108,1272613
46,523
238,12441315
205,17853032
206,4307107
206,2411246
200,3160149
198,6330555
205,11941545
203,29609936
205,9895553
43,4432
205,3549342
213,6665447
208,2981248
195,4813277
206,960499
218,4314181
121,4317613
44,619
43,325
48,353
207,9624665
198,3284002
212,3209417
203,1111639
45,857
198,16220929
45,815
196,9673849
203,3051935
206,23874317
45,847
218,1866420
45,872
204,9641641
232,5374715
221,2139991
218,6606406
230,3134143
203,4490826
204,2042490
211,2166094
230,3301954
45,741
48,468
208,10665696
198,7502238
198,4319081
208,1127449
216,12839370
208,5371492
45,817
203,7476244
205,3270575
231,5383552
63,1054
203,3711234
195,1662093
229,2469098
213,14165670
199,7507701
45,832
198,1181689
45,790
220,9723915
203,2467350
45,642
45,459
203,12681352
44,712
44,309
48,278
46,415
203,9610088
45,704
44,434
203,6683850
46,1310
45,558
203,4405657
45,692
45,454
198,1507821
44,4218
43,4680
46,425
195,1178788
203,8565864
203,1095409
42,4217
237,4054765
200,3492860
216,3828542
203,4086929
45,864
208,3644441
45,857
219,7341962
46,759
45,534
203,1080677
208,9660955
47,4162
215,5436935
203,2643559
210,6456584
45,832
216,9778267
198,8854421
204,3163661
198,2137736
203,4331354
45,820
198,1053601
50,4944
47,3085
48,3042
47,2806
45,2801
208,16757245
203,10615401
203,3651765
211,25053528
206,5271238
204,1105237
201,5334474
195,7978983
45,794
204,3174338
203,3425484
45,890
208,2334233
228,1241344
45,4432
45,3125
203,4082332
45,4230
208,5205233
203,3186200
45,824
190,3123278
198,13068962
46,678
45,286
48,398
200,4115003
198,10750825
191,11956952
45,4199
198,4394872
45,809
206,8240516
203,5743519
45,749
48,496
230,6027347
45,819
45,4655
203,6037434
46,5647
46,491
195,3134018
206,6278539
218,3157769
200,9629151
206,7574367
200,16767545
212,18071209
205,14854120
45,924
248,3787877
206,8315653
48,784
45,376
48,439
210,5447233
218,2090306
228,1099679
218,4754577
45,661
45,301
45,451
206,2079602
205,4223722
46,832
225,2134797
196,12711795
48,737
46,420
205,5361684
205,3649623
238,1092781
208,2122158
203,7373312
45,1358
45,381
45,416
206,3535831
203,4025393
203,5245805
198,3193650
198,6517717
46,889
206,3151714
203,7803841
45,935
240,4421225
203,11957415
45,769
218,9614117
208,6926168
261,2375485
198,19694722
46,686
45,293
46,290
44,296
48,293
45,478
208,7971197
45,839
204,1104680
46,836
204,6794269
45,835
208,4232913
203,1080835
204,2138712
202,1103095
228,13975386
45,694
45,309
46,295
45,421
203,2342204
44,860
203,27412942
241,29253912
198,9520599
45,857
221,8710927
198,18175135
203,7611804
45,4307
200,3238583
234,5372886
206,18068098
45,799
208,4316747
228,3422259
218,17757825
203,1379051
44,4183
203,1299987
204,25502766
45,742
46,290
44,474
233,1210168
197,11956704
203,9638066
220,11752690
45,732
45,333
45,299
46,288
45,421
208,13917576
228,1360618
218,882148
46,4159
205,2160542
202,13894894
203,3270625
198,23529641
47,637
45,491
202,22479847
204,6378979
45,907
203,1188535
205,17149167
48,4240
203,2160291
195,4440392
45,782
204,13661790
216,2109141
207,1054220
209,3657652
199,11804516
45,822
218,4452533
208,2121559
203,3457666
46,4227
235,908953
45,857
207,4306639
45,729
45,315
45,396
206,3139078
46,751
44,501
45,4578
200,4185892
45,714
44,457
208,3127636
213,2187790
45,4162
203,3159293
46,722
45,514
208,4195032
45,854
220,1131542
88,7494
202,3321984
205,4723113
44,882
221,4208749
45,837
226,4480349
44,802
245,4446760
98,7399
195,4434990
46,756
47,456
203,5295321
46,909
204,10744901
45,877
206,3236541
213,3230525
215,8578374
228,4612277
203,3292873
45,704
45,481
198,8593808
45,782
46,368
44,306
45,433
205,3209327
228,1090532
203,2193211
44,865
206,4299184
213,5391030
44,838
197,1065969
197,1106848
200,4323950
45,894
198,6504966
46,684
45,301
45,283
45,454
203,4228122
216,2163363
203,1124875
203,1105015
208,4549254
198,2195911
45,850
201,3247538
45,4288
198,8540284
195,4326837
241,12752232
203,2310376
48,787
45,296
44,441
48,4417
46,4324
46,360
45,336
190,877568
195,1117811
45,865
208,4425765
216,1175916
46,4231
203,1050549
45,4162
229,3116152
148,5224318
45,606
163,6503096
218,7717845
45,817
48,4282
45,3014
204,4319866
206,4375566
225,943629
201,2110690
204,9650583
48,852
208,1141098
204,4183215
206,2143057
220,2076558
226,1167807
206,15952463
202,4720100
198,6253670
218,1072451
215,1332999
210,2149948
220,5241357
45,822
221,1073638
135,3389122
148,7214993
203,6348429
45,844
203,5398706
198,14874948
48,644
48,484
208,6714977
231,895400
220,6232081
45,902
236,7681897
75,1185
198,1014315
228,1131459
45,4791
228,1327836
221,2534566
216,6373690
203,2122831
208,4237298
236,1051554
223,5567886
45,5941
45,478
228,2095478
238,1085886
68,1213
198,1090268
228,5326417
45,4651
45,4768
45,406
208,5404489
206,1110912
205,5225369
201,1121163
45,4140
218,1034829
213,4232682
45,827
202,3139826
201,2162897
206,3392885
203,4169828
45,854
199,6966439
45,4367
115,2984291
45,572
215,9659560
203,12134895
46,1265
45,441
45,364
48,414
45,5280
48,338
45,328
198,4954344
45,812
218,1064425
203,2156129
44,845
205,2094082
216,4628172
45,767
45,503
190,4587975
46,758
45,351
47,291
46,415
45,4379
46,2943
183,2959347
180,1159546
45,4478
205,2299918
206,2134387
203,3192114
247,4188579
203,5261883
45,869
208,2138470
243,4211251
216,7303775
42,880
210,1079910
203,4423006
45,724
48,433
213,2007139
200,3177113
45,661
45,471
208,1081746
203,5231560
45,902
204,1105745
45,872
204,4214113
45,885
185,2139340
203,1097074
221,18519306
63,967
63,661
78,7682
81,5354
85,5592
206,982789
188,1039244
45,1055
129,4091534
201,5385581
197,2575389
178,1330235
86,3467333
208,6387330
223,5773688
65,1082
218,2127026
203,18008254
201,8720130
158,9261004
36,559
35,353
215,3352066
234,13966039
228,2264974
45,799
158,6692378
159,2304589
33,542
32,332
144,6716129
33,2937
186,2705247
230,7157133
186,3778940
198,9358022
238,1106087
255,2615221
195,3992489
283,3911201
203,2683468
203,1101885
253,10579006
70,1343
61,481
85,774
163,6597375
34,12491
166,3129107
234,2332148
124,4909099
30,1857
36,301
39,352
144,2940706
147,3566735
108,3062957
21,371
22,208
169,4337429
20,332
20,170
20,144
22,213
22,2364
83,4793918
26,481
115,1138172
123,6407054
27,2645
129,3189008
166,8445185
37,519
36,375
192,5222446
195,4226711
40,756
192,4154599
40,759
168,1071052
205,2667725
43,811
175,2744991
43,783
170,4217441
36,3467
203,1060029
238,7259119
46,816
215,6389339
211,3221339
45,837
208,1087969
45,4184
271,4294078
88,1691
85,8123
208,7397399
45,812
202,2150750
48,1034
45,5072
45,3192
163,23441598
198,1103877
45,4418
229,1099692
45,5382
206,1031526
46,4209
257,7466345
63,1631
196,14060960
59,1246
62,7508
66,5502
52,5466
110,2936552
112,3691367
45,699
161,10910064
43,672
45,406
211,6317399
195,3145817
216,7438532
211,13921467
208,11490921
45,5538
48,484
216,5362993
203,9142326
196,5258628
217,12071174
59,1182
59,408
49,486
56,569
267,3317248
64,1247
198,1345837
46,930
207,7469164
203,1100579
202,1374554
45,4127
221,3351344
203,2702198
45,855
223,1080030
46,4064
235,7549625
43,749
42,524
218,4342728
198,1319533
44,942
248,12024431
65,1283
65,446
55,471
70,443
63,459
68,436
58,456
58,586
205,5115467
45,679
45,326
44,281
45,318
45,343
45,296
44,273
46,423
216,5093284
44,855
45,536
203,6516680
46,849
215,18202877
45,679
46,291
48,303
45,290
48,293
45,299
46,423
198,7583661
45,737
46,298
46,479
200,3334291
45,850
210,18468192
45,689
45,286
48,285
45,283
45,438
216,6901635
47,953
125,1016052
238,14765282
203,24765272
45,774
45,491
198,27949826
45,677
45,288
46,278
45,301
45,300
45,280
46,275
42,299
42,278
45,426
98,41844446
23,443
15,148
15,122
16,124
22,123
23,121
23,122
15,135
16,128
23,124
23,123
24,1642
146,11787175
34,469
33,258
32,327
144,5309606
32,600
183,5426984
40,607
40,255
43,391
174,8518482
40,629
40,401
201,4260870
45,804
203,5417451
45,744
47,461
213,4657573
44,898
202,5416048
45,692
45,504
205,5318007
48,718
48,448
212,1057232
216,8080029
45,639
48,371
45,294
45,504
201,6102201
45,720
44,469
224,9690451
45,867
45,336
47,288
45,416
200,27106642
46,899
44,289
48,307
45,313
45,278
46,305
48,299
42,289
47,299
42,281
42,294
45,2992
84,10750836
23,283
16,147
16,121
16,122
15,119
16,118
22,169
161,3232225
35,526
37,361
171,7442804
38,607
38,278
38,260
38,253
38,385
180,8503768
40,715
218,8602011
48,719
44,299
45,288
48,328
45,441
306,10685738
80,929
67,547
63,448
82,537
80,476
64,464
68,671
198,20518608
42,764
42,300
42,302
42,278
42,274
45,276
42,279
42,271
42,276
40,434
215,26089041
45,636
42,269
42,288
40,271
42,276
42,276
40,278
41,278
42,265
43,282
40,281
42,2825
43,410
42,267
40,257
43,339
204,9215223
46,713
46,330
45,286
46,300
45,281
44,279
45,303
45,436
190,9897961
46,681
45,351
45,278
47,281
45,296
42,291
45,273
45,273
46,433
216,6436777
45,841
221,4235859
44,960
57,1306995
23,257
127,2456381
23,383
16,2139
89,4360696
102,1104176
19,341
180,3247114
44,4656
110,1031274
90,2114489
77,1084406
159,7356702
33,578
159,2105614
132,1100475
70,2121554
82,2162615
93,4458284
197,12869259
182,39662923
205,6321536
197,6793861
203,1064207
203,1104202
198,1127242
45,804
228,5449992
204,1078624
206,6295686
203,2178921
45,4287
238,8569823
202,3414399
183,6467381
35,654
203,4439177
216,1098481
208,1194879
225,3168773
206,1095439
208,3283110
205,6320536
203,6367270
45,659
45,493
45,4405
220,996583
215,15074909
45,902
218,3174242
203,6323753
45,782
46,584
203,2106829
45,917
203,7320373
46,834
228,1120622
215,2081612
236,4189473
196,6636243
45,654
47,489
48,4384
198,9572153
46,744
44,485
211,2220163
221,1122198
203,4219112
230,8349401
45,887
195,4488912
45,4182
218,3113732
198,8627868
198,2144396
208,1085237
213,3177789
208,2143033
203,4304118
190,7546496
45,754
203,4168936
206,2621960
197,10432607
231,4552727
45,5031
128,15406144
28,2859
29,1947
207,6453510
196,3280986
191,4352135
200,8673198
45,894
45,4345
198,15960671
44,895
191,5528075
198,37293651
195,4344013
43,3946
221,5310030
209,1303976
178,2050127
43,839
45,479
105,15000457
23,610
23,187
24,983438
24,204
24,153
59,1058244
72,3554870
23,1928
94,1935928
113,6497491
28,409
27,193
27,257
162,21999451
35,570
35,252
35,232
35,217
35,359
391,39503803
216,2109231
216,5363680
70,805
67,669
198,11868007
45,697
45,333
45,304
48,288
45,438
168,11616534
229,3243500
229,6402044
87,11188147
16,488
16,349
16,1968
15,1323
186,3114116
179,9664504
42,856
203,1022748
203,4249549
45,827
213,6463896
203,1075533
203,10709046
215,7508490
205,4480513
221,2153504
202,7906290
203,3325171
47,849
202,1362747
239,17532460
202,8389728
186,16184166
42,738
43,365
43,431
193,11632820
42,658
42,404
217,2055250
195,12194998
192,6601796
198,37030350
216,11716340
213,15388223
45,4165
206,9621541
46,703
44,461
204,4340524
45,649
48,281
45,300
45,328
46,446
203,4264838
225,4555764
45,805
206,23602556
211,937775
200,8879745
229,992966
201,13770911
45,702
45,364
47,444
208,3204028
203,1374661
205,8499682
215,3653662
203,8577502
45,704
44,449
45,4385
228,19135977
47,817
198,1130727
45,749
45,459
210,16083884
45,859
204,16085810
203,30822740
201,8786103
198,8528500
205,1315372
46,4141
203,4512717
198,3182398
201,18166473
45,870
220,2103650
205,23798286
206,13625050
228,10394724
208,1096998
68,1080
205,12892001
48,729
46,283
45,436
178,11376250
45,867
203,10477360
226,1353446
198,15231385
219,4263622
198,11776005
128,9336206
160,3399155
93,10049270
27,2300
143,2178631
35,645
142,10553246
35,707
159,4283011
152,4716830
151,5269718
33,685
144,8877530
33,612
33,3114
144,4180238
33,496
33,322
175,4384600
144,2122079
176,3612814
194,991838
198,4207435
194,19328104
187,1083010
186,3398077
250,16126971
208,4205181
235,9427991
48,734
45,464
202,2179490
207,5362032
45,624
45,431
235,8781665
206,2638477
221,2293980
45,909
208,10540045
45,802
208,65329599
223,3227867
203,6412628
222,10758571
221,3217157
46,4299
203,15020297
45,744
45,461
223,1063207
201,13124923
45,719
45,461
228,2174584
45,772
187,4332681
40,840
205,2115186
225,2158402
203,13188942
208,6445960
218,20222933
208,18612883
203,3052867
46,924
216,61184947
45,767
46,327
45,300
45,283
48,300
45,296
45,281
43,298
44,299
43,441
199,18123495
45,724
45,341
46,293
44,296
46,303
45,299
46,275
46,410
218,39882997
45,714
45,303
45,298
45,907
45,354
45,283
46,300
44,276
42,283
45,423
219,3070386
45,4302
198,2095022
198,15003831
206,13932272
220,2135590
208,2246868
205,18483854
45,817
45,508
178,7603372
198,2263809
144,15940309
30,481
29,244
30,331
91,3145951
180,13177005
40,783
173,1125679
38,718
191,8642179
45,665
42,423
234,5990065
203,4787350
44,745
45,458
174,4242112
206,12930710
74,870
81,531
204,5332747
45,729
45,521
216,8815182
221,6359048
220,4375429
45,855
212,5356953
211,8781388
212,7759908
206,13963569
203,2141076
198,4310212
203,6456035
208,2170985
228,7450711
208,1222010
209,13801460
208,19330336
240,2150337
198,2155673
203,14956723
195,10796939
45,785
199,7317752
204,8707144
204,984557
205,12944695
213,12665403
204,4579830
216,7375006
203,3254371
198,1171477
45,915
215,1071336
218,7447891
46,804
206,10732213
219,36759960
46,731
45,326
45,313
44,293
44,293
46,298
45,414
220,2184343
206,7376379
46,756
45,461
203,6988859
45,751
46,515
198,911141
46,801
203,8725788
45,4169
231,1247555
203,1584378
205,3651731
203,2122834
211,1470797
216,4291810
73,984
220,2238297
197,30553591
200,11131359
45,937
210,8527009
203,16948118
203,18447498
208,9507026
208,8495069
205,7477412
203,6200946
228,2134609
203,8492839
45,862
209,17999145
216,4683590
45,867
220,3810452
215,6374204
46,836
228,4229328
202,3395414
45,825
221,6745394
44,885
256,9434217
208,3766428
205,22413778
219,9034034
70,1132
198,6766442
195,3633619
198,4901087
202,7178313
198,9666122
206,3152847
203,15995522
46,839
198,77211951
46,839
44,294
45,494
198,4387449
220,3106326
208,11807198
45,637
46,323
45,399
195,3372785
45,614
46,285
45,484
203,9375215
48,684
45,333
45,283
46,420
203,15047384
45,845
216,17410807
46,671
45,311
45,429
203,5154970
44,832
196,4662099
244,1115032
218,17086091
198,14846868
198,10735155
206,5829068
216,5702765
198,5821753
45,962
45,4245
203,12585148
45,872
203,4762537
45,4185
204,15171430
198,3255842
48,850
208,7430258
202,5284895
47,838
203,9375260
44,4238
198,14530383
265,11545762
258,4824
70,869
48,824
45,449
43,386
105,1119915
105,4498572
25,448
36,318
33,2945
138,13933841
30,563
134,3685957
30,510
30,230
30,291
194,18422011
43,837
198,16895832
198,20884624
44,898
220,20328551
45,882
203,8543733
208,5371550
213,9734912
45,827
205,3185669
45,674
45,444
203,3208297
45,4109
198,1989575
208,10685418
45,830
218,2115020
226,5322542
216,2161922
211,12818443
45,705
45,514
201,6377501
235,5330571
46,766
213,4302973
198,1099216
46,806
227,1110683
203,5400820
45,717
48,350
45,413
198,8516003
45,841
218,1322015
207,4559370
206,3181679
45,819
208,6760170
220,3467202
45,4237
206,2071068
216,4233113
213,4302539
198,12837609
203,8526863
45,827
203,4236653
178,3219077
203,5385098
213,10675950
63,1764
208,2424809
45,4210
203,6067674
45,827
218,6797234
200,6441914
241,4360315
258,10995674
203,4458451
221,3111106
203,1384613
202,3400064
203,6290297
45,805
208,7997535
47,675
45,458
202,4127699
220,6833823
215,11146589
45,794
203,2141140
45,872
203,7582471
45,867
203,9179925
45,852
221,920910
240,7409391
46,849
220,3235972
202,7744753
215,1354548
195,4563352
218,3054869
208,2132582
198,1104030
45,4074
45,2949
195,7319602
45,4245
203,1060233
197,6577321
205,1319419
226,2375736
196,2665879
206,12873319
213,1097640
198,12843881
196,4271802
218,5238812
221,1690790
205,2199825
205,7478752
206,2134583
206,3297961
45,4117
195,1049723
46,832
203,3206453
45,882
251,3438723
230,915004
224,1208735
203,4175797
203,9730477
48,697
45,301
46,451
197,2085840
203,5322923
45,787
233,1076900
208,3202221
234,9617209
65,915
60,441
95,646
206,1032130
228,1075796
228,3362499
48,674
46,416
228,952914
46,806
228,1109923
109,4297011
102,2127718
22,400
99,1077478
101,3242714
23,2249
101,2071932
155,5430390
170,2138056
183,1079873
172,6605064
42,913
201,9492990
42,620
42,486
203,6455923
45,4187
208,7567286
198,3318646
46,663
45,486
216,3662203
214,1304209
117,2589833
198,9782469
45,727
42,421
45,4804
43,363
165,6429145
46,576
45,373
148,6279491
42,497
45,311
42,377
148,4425145
148,3143071
142,2137320
202,6365477
46,4229
207,5698454
45,730
45,446
46,4299
203,6120999
45,4280
196,1074568
45,4214
216,8382387
45,754
45,340
46,435
47,4323
221,4308565
215,2043328
185,3429543
45,4365
221,1012233
198,5374450
45,4204
236,3169183
203,3392281
45,864
48,4322
212,6190845
202,3200596
203,1360184
45,839
228,4129851
45,807
196,2979462
45,1146
206,4090405
46,859
203,4430184
230,2148434
208,2131547
220,3169962
45,771
45,528
202,2146596
218,1099752
209,8390589
44,745
44,359
46,405
214,1028917
203,3247721
45,832
203,3142888
208,1085860
211,2119196
185,1079910
167,6885622
132,2834063
38,3688
148,1220388
143,1437199
45,3728
45,2921
45,3025
143,2042902
152,1053804
145,2156916
44,747
128,2111258
118,5306576
45,537
45,346
110,5358587
121,3157703
204,1145239
198,11970535
43,4257
205,2111369
202,4221307
45,814
213,1124278
47,4350
227,4417128
273,1464771
203,18723356
46,694
45,304
45,286
45,309
45,288
45,290
45,278
46,295
45,433
199,12887849
45,729
45,286
45,306
45,411
197,12744907
45,1095
227,4260974
203,25621324
45,887
205,1116951
46,684
45,461
203,7465209
46,876
213,21344396
45,712
46,338
45,328
44,311
46,298
45,291
45,286
45,293
45,441
228,8671653
45,749
45,311
45,429
213,34515030
46,669
45,318
46,295
45,301
44,306
48,420
220,7208376
198,10670891
45,673
45,333
45,421
195,7458450
45,870
198,3506860
45,4124
204,1031626
198,1102613
211,1048722
202,3194604
45,872
204,6281212
203,1393902
46,4141
48,3077
221,1236482
203,3406278
254,5155363
85,1489
113,654
97,685
103,671
210,5176582
45,684
45,461
203,1329747
45,887
197,1338736
229,4177600
46,776
198,4834467
46,734
45,476
45,4275
198,3117723
45,864
225,1292576
203,6808882
45,749
45,436
246,1242929
203,1374378
216,3246696
45,699
44,349
45,423
205,22826036
45,716
48,308
47,469
48,4510
45,343
223,2048187
55,1195
198,1116234
45,812
45,4270
203,2046172
228,3444980
218,2381629
197,7262789
210,1489091
225,7222065
247,5194370
228,5212831
46,4718
231,7532655
203,977923
45,797
228,4385321
221,2409459
205,1128382
219,1081816
198,3175400
215,7335210
98,1038086
150,4205972
95,1082539
43,3731
113,1064648
45,574
148,9562573
103,4688757
42,514
221,4242389
44,872
233,4250335
46,884
45,4478
213,2778257
196,1468647
198,2096797
213,5288989
45,677
45,511
208,4835917
48,714
46,471
218,663777
211,5255897
196,26360246
45,754
46,308
44,296
48,283
45,451
203,5265958
45,880
213,2279133
198,7584445
200,2538571
45,897
218,3449948
212,8668715
45,732
45,311
46,431
198,3122966
236,2628445
52,1181
199,3205653
203,2302296
45,4277
203,2573378
203,10183363
44,720
45,491
218,2606340
202,6137151
44,760
45,489
198,2719664
205,2209865
45,874
198,3795223
46,784
46,360
43,436
48,4335
203,5351981
46,849
211,1066360
208,1342749
205,3167227
206,3148244
203,7475738
203,7441633
203,5312650
210,5661490
42,867
215,83876476
48,7369
45,419
44,291
45,298
45,323
47,13503
48,747
43,358
44,4225
45,4705
46,353
43,286
43,285
43,333
42,3052
46,3853
45,326
45,318
43,5149
45,326
45,291
45,283
44,286
45,285
43,308
45,296
45,2794
45,2701
45,3471
45,341
47,2912
218,4327583
46,4354
265,1356272
110,1268
121,8356
228,4206383
206,3211439
45,1280
45,544
228,4882184
45,682
45,283
45,411
216,1670110
46,666
45,311
46,295
42,461
208,2358883
45,814
46,4412
220,1039832
118,2110381
115,1084336
96,1138852
43,588
45,388
105,1108987
42,3759
161,3202977
45,514
42,386
155,8384242
45,501
43,303
43,278
45,391
123,3330237
46,463
206,3237010
45,709
45,335
46,418
238,5756517
66,1165
209,3051184
205,6385833
298,16915450
250,11011608
208,2632283
233,3385867
223,1989423
48,5560
46,483
215,5439919
198,4185058
45,872
228,12872364
51,5432
254,886658
46,681
44,429
221,4299327
218,5428793
196,7536658
186,20573849
42,748
43,273
42,274
40,396
227,10958884
64,1186
206,4127633
203,5377735
144,5383181
217,2197304
45,766
45,511
155,4233789
163,3542800
123,1059497
202,3302511
215,4369196
36,8671
137,6311525
35,540
43,1016576
226,8528035
168,4404677
163,7420151
37,737
163,2260764
36,3342
197,12812931
46,856
206,11715549
45,869
203,9585081
198,6457065
203,3166408
203,6465108
45,822
208,8637537
45,4102
221,994701
206,8607208
43,4179
198,6367594
205,2117868
205,4261362
205,8437652
228,1917976
303,26594088
43,4836
211,9662536
210,13305267
213,28319370
45,709
45,454
218,10298230
206,2408035
198,5413938
228,6375519
203,5632026
203,2670236
45,4189
208,1294345
45,832
228,15263597
45,697
45,309
46,295
44,294
46,405
208,6382723
203,2211023
204,1080496
213,1170101
208,5355689
221,7032294
113,1355
203,762153
44,805
198,1104623
198,6811781
46,714
46,469
218,4293081
196,16082828
208,2156338
46,809
203,22341963
210,8367001
202,1080865
198,12851373
203,5778122
45,899
203,1071744
203,8383725
45,842
198,2271124
45,827
206,6369624
198,5250357
205,11724219
205,5504878
205,13739478
45,811
203,10956958
46,746
45,331
45,471
213,1068607
208,5281684
198,6624700
203,956069
203,11831196
47,669
46,323
46,449
218,8569351
206,5628658
203,3218763
45,849
213,5340302
208,3190425
220,6132159
216,13696055
197,3159292
203,17001208
46,658
44,494
504,8673257
257,8305399
73,1083
69,32258
116,3596974
238,13857099
199,30357756
213,3722404
42,944
198,8943291
211,5344045
66,1213
65,747
203,24887777
48,701
48,286
44,286
45,283
44,273
45,281
46,413
205,4392487
45,827
208,2615972
206,6217255
203,9657525
217,2112765
44,785
203,8842345
229,2130609
203,4475103
203,2133642
211,5310430
45,790
48,4254
197,4201969
45,661
45,471
203,7594352
45,915
45,341
45,438
198,2104623
233,5212994
205,1120762
213,4230201
46,836
221,4497577
203,1862552
238,1050083
205,8484102
197,34049592
200,4199829
208,1301939
208,2355766
209,6088308
45,852
204,6219548
220,6269768
205,7800108
198,5756074
47,704
45,516
203,6997309
198,1086162
198,11722020
46,869
205,3139831
198,4210264
203,5329473
200,11762069
45,895
227,13424958
45,619
47,328
45,283
48,283
46,275
46,430
45,4911
203,468121
196,3211950
198,7765184
45,692
45,476
198,5299346
45,842
198,5371616
44,727
45,543
220,5306033
201,3206623
207,12838649
45,686
46,493
14352,21319526
203,20245596
208,7467016
213,24471616
48,703
48,296
48,308
45,296
45,288
44,421
45,4252
184,2998871
218,1084400
203,6589962
45,614
45,308
46,277
45,313
45,279
45,441
229,2228745
203,2157487
198,3192126
203,5472345
203,9697135
250,2872633
205,27723722
203,1123318
216,5643903
226,1147866
223,2398808
211,2224843
48,4152
243,11278135
203,1397302
46,4302
228,2200467
45,880
206,8454718
45,4527
202,2049856
205,1979718
48,844
203,9042747
203,4232141
45,894
216,9609233
203,6381206
43,976
182,2631687
146,19967303
230,3244534
43,4336
172,2048373
130,2126470
96,5343192
265,22318266
48,727
45,506
198,58792231
45,821
44,293
48,288
48,278
45,289
46,451
200,33020973
45,757
45,346
47,301
44,289
43,456
208,25682783
45,638
45,316
45,301
45,299
45,291
46,295
43,301
45,278
43,408
186,36372543
45,704
45,326
45,284
44,309
44,281
45,300
45,301
45,300
45,416
203,18855308
46,659
44,286
45,466
198,6810789
45,794
45,496
208,4927312
198,1064626
205,7187424
294,7978308
174,5848517
198,10250234
90,1193
205,6778994
203,11434151
42,4419
188,3074752
198,3244758
220,4144149
45,766
105,1362594
200,5418921
75,845
67,594
145,5184500
150,2129041
46,646
150,7199058
48,561
45,364
125,2461070
112,2015165
150,7930865
204,11507613
205,1297156
220,10618736
198,11743366
213,5256757
206,13693509
220,7315974
228,18039781
198,8531594
230,8528767
73,1198
195,3152677
203,2162125
210,1103170
44,4182
203,6423980
45,877
44,4272
208,1000265
200,2158441
217,5286209
198,4376531
230,7426633
198,2304488
45,852
228,4673607
45,764
198,4475065
45,4125
214,5418039
75,1163
220,11388654
231,24062260
210,26306068
45,847
203,19929016
205,11929014
186,937512
213,4748253
206,2119737
230,5277852
221,5446335
108,1499
198,3356724
45,4137
204,1297274
220,10659736
45,4585
186,6080645
111,766199
130,1092091
102,1059089
150,3213183
156,4670121
118,2852707
170,1727641
48,3949
151,3416072
45,817
130,6475304
145,1099344
215,10723649
208,3176605
45,804
203,11855541
228,2201025
256,2141867
203,8283352
45,955
216,4268397
203,2199820
244,19300459
203,49239625
45,922
210,4245734
45,862
208,10692742
45,797
45,433
188,6448649
45,769
45,461
108,5294824
45,446
43,374
150,8808285
45,484
46,285
55,388
150,7512000
45,518
46,310
42,301
45,366
225,6615497
45,671
45,481
205,978276
45,810
215,7508747
80,952
75,657
218,16018104
