msg_type,processing_time_ns,buff_read_ns
l2update,10559,1677
match,16387,4048
l2update,10696,1679
match,15971,1949
l2update,10379,1693
match,15837,1957
l2update,10270,1607
match,16020,1949
l2update,10308,1639
match,15905,4100
l2update,10857,1713
match,16454,1904
l2update,10293,1656
match,15526,1918
l2update,11019,1725
match,15891,1893
l2update,10374,1690
match,16307,4051
l2update,10762,1672
match,16010,1938
l2update,10382,1569
match,15955,1979
l2update,10297,1687
match,15852,1980
l2update,10413,1673
match,16039,4167
l2update,11051,1706
match,15767,1848
l2update,10434,1647
match,15649,1955
l2update,10323,1641
match,16101,1911
l2update,10892,3821
match,15283,1960
l2update,10783,1676
match,15345,1899
l2update,10837,1620
match,15495,1842
l2update,10720,1643
match,15928,4217
l2update,10427,1662
match,15801,1940
l2update,10438,1671
match,15695,1936
l2update,10470,1642
match,15952,1937
l2update,10189,1612
match,16274,4050
l2update,10399,1670
match,15667,1904
l2update,10405,1679
match,15407,1891
l2update,10960,1669
match,15733,2064
l2update,10507,1682
match,16596,4146
l2update,10897,1704
match,24561,1931
l2update,10018,1640
match,15806,1896
l2update,10331,1615
match,14953,1868
l2update,10114,1636
match,15459,4274
l2update,10473,1749
match,14965,1877
l2update,10574,1647
match,15390,1877
l2update,10159,1608
match,15592,1897
l2update,10731,3724
match,15025,1905
l2update,10571,1698
match,15477,1905
l2update,10090,1656
match,15514,1908
l2update,10575,1644
match,14860,1882
l2update,10991,3770
match,15462,1862
l2update,10660,1650
match,15309,1873
l2update,10295,1655
match,15316,1898
l2update,10638,1645
match,15787,4034
l2update,10433,1660
match,15432,1872
l2update,10149,1599
match,15146,1883
l2update,10455,1651
match,14945,1917
l2update,10183,1638
match,15407,3980
l2update,10859,1639
match,15621,1817
l2update,10188,1657
match,15057,1873
l2update,10446,1690
match,15378,1923
l2update,10391,1616
match,15761,3990
l2update,10481,1664
match,15023,1884
l2update,10749,1653
match,16316,1834
l2update,10693,1554
match,15413,1854
l2update,10847,3823
match,15541,1914
l2update,10476,1641
match,15128,1835
l2update,9937,1629
match,15419,1929
l2update,10691,1605
match,15652,1774
l2update,10572,3658
match,15123,1862
l2update,10617,1573
match,16397,1795
l2update,10644,1543
match,15420,1782
l2update,9982,1662
match,15772,4002
l2update,10495,1653
match,15596,1852
l2update,10479,1673
match,15127,1860
l2update,10733,1625
match,15659,1795
l2update,10390,1663
match,15957,3945
l2update,10199,1645
match,15548,1899
l2update,14182,1608
match,16420,2019
l2update,10588,1607
match,16265,1828
l2update,10938,1756
match,15876,4264
l2update,10189,1619
match,15681,1899
l2update,10205,1599
match,15481,1839
l2update,10543,1603
match,15599,1963
l2update,10486,1598
match,15260,3885
l2update,10665,1643
match,15515,1845
l2update,10096,1611
match,15666,1875
l2update,10167,1563
match,15503,1875
l2update,10854,3743
match,16185,1932
l2update,10331,1636
match,15157,1900
l2update,10453,1663
match,15466,1882
l2update,10095,1623
match,15828,3928
l2update,10464,1678
match,15587,1903
l2update,10411,1605
match,16296,1862
l2update,10603,1554
match,15580,1789
l2update,10479,1601
match,15519,3992
l2update,10192,1585
match,15465,1858
l2update,10121,1570
match,14948,1889
l2update,10673,1655
match,40318,1787
l2update,33392,4051
match,16844,5515
l2update,10618,1769
match,15525,1917
l2update,10295,1599
match,15689,1878
l2update,10137,1590
match,15500,1954
l2update,10594,1631
match,15700,4171
l2update,10275,1746
match,14966,1944
l2update,10217,1643
match,15007,1882
l2update,10089,1597
match,15352,1935
l2update,10760,3823
match,15263,1955
l2update,10772,1661
match,15433,1873
l2update,10224,1653
match,15572,1967
l2update,10101,1601
match,15641,4134
l2update,10223,1683
match,15322,1946
l2update,10297,1620
match,15460,1877
l2update,10088,1612
match,15465,1938
l2update,10188,1597
match,15863,4130
l2update,10226,1622
match,14855,1918
l2update,10476,1616
match,15014,1877
l2update,10465,1647
match,15495,1890
l2update,10053,1602
match,17452,23031
l2update,10899,1919
match,15106,1924
l2update,10199,1642
match,15115,1906
l2update,10144,1614
match,15006,1890
l2update,10158,1615
match,15731,4176
l2update,10956,1803
match,15802,1923
l2update,10376,1631
match,15507,1860
l2update,10475,1647
match,15318,1841
l2update,10917,3921
match,15231,1883
l2update,10729,1673
match,15398,1813
l2update,10198,1522
match,15611,1871
l2update,10306,1598
match,15480,1882
l2update,10349,3760
match,15519,1949
l2update,10210,1559
match,15464,1940
l2update,10144,1609
match,15612,1928
l2update,10606,1589
match,15876,4080
l2update,10205,1640
match,15462,1870
l2update,10055,1566
match,15452,1949
l2update,10178,1553
match,15405,1852
l2update,10115,1577
match,15704,4036
l2update,10088,1655
match,15339,1843
l2update,10784,1612
match,15771,1844
l2update,10173,1589
match,15411,1904
l2update,10157,1626
match,16134,3977
l2update,10223,1595
match,15035,1879
l2update,10653,1639
match,15216,1889
l2update,10494,1652
match,15513,1860
l2update,11022,3734
match,15448,1845
l2update,10137,1562
match,15363,1862
l2update,10178,1597
match,15466,1888
l2update,10346,1631
match,15345,1920
l2update,10493,3698
match,15228,1969
l2update,10266,1626
match,15749,1930
l2update,10095,1555
match,15369,1951
l2update,10159,1558
match,15918,4084
l2update,10715,1673
match,14972,1893
l2update,10126,1628
match,15435,1901
l2update,9930,1602
match,15130,1871
l2update,10459,1640
match,15753,4047
l2update,10131,1618
match,15224,1876
l2update,10503,1630
match,15172,1844
l2update,10744,1629
match,15492,1816
l2update,10172,1561
match,15852,4030
l2update,10215,1656
match,15917,1896
l2update,10182,1524
match,15600,1842
l2update,10023,1583
match,16119,1869
l2update,10033,1515
match,15608,4003
l2update,10660,1657
match,15493,2097
l2update,10634,1659
match,15338,1884
l2update,10153,1616
match,15481,1889
l2update,10683,3867
match,15165,1950
l2update,10425,1651
match,15039,1863
l2update,10505,1658
match,15357,1802
l2update,10146,1612
match,15594,3972
l2update,10188,1681
match,16015,1840
l2update,10072,1608
match,15036,1892
l2update,10341,1640
match,14886,1923
l2update,10369,1616
match,15892,4041
l2update,10142,1593
match,15359,1897
l2update,10390,1640
match,14957,1923
l2update,10745,1585
match,15277,1782
l2update,9985,1577
match,15786,3950
l2update,10654,1625
match,15148,1909
l2update,10570,1634
match,15448,1915
l2update,10249,1551
match,15391,1851
l2update,10118,1610
match,15929,4042
l2update,10641,1643
match,14937,1842
l2update,10663,1623
match,15518,1830
l2update,10288,1602
match,15404,1903
l2update,11111,3782
match,15212,1896
l2update,10647,1610
match,15086,1836
l2update,10185,1615
match,15166,1900
l2update,10450,1617
match,14979,1862
l2update,10801,3790
match,15211,1901
l2update,10152,1585
match,15769,1909
l2update,10078,1538
match,15316,1870
l2update,9974,1547
match,15878,4052
l2update,10239,1608
match,15411,1879
l2update,10120,1529
match,15331,1872
l2update,10147,1598
match,15757,1878
l2update,10382,1549
match,16781,12988
l2update,10805,1887
match,15658,1962
l2update,10474,1621
match,15123,1851
l2update,10503,1642
match,19701,1851
l2update,10653,1792
match,15718,4369
l2update,10435,1684
match,14913,1917
l2update,10807,1677
match,15446,1846
l2update,10760,1568
match,15100,1827
l2update,10704,3840
match,15282,1931
l2update,10251,1656
match,15217,1899
l2update,10950,1805
match,15113,1933
l2update,10158,1623
match,15656,1911
l2update,10787,3859
match,15586,1928
l2update,10284,1649
match,15373,1888
l2update,10204,1553
match,15438,1900
l2update,10161,1587
match,15704,4110
l2update,10452,1662
match,15714,1894
l2update,10246,1562
match,15363,1910
l2update,10071,1643
match,15471,1886
l2update,10825,1569
match,25693,3997
l2update,10687,1743
match,16176,1967
l2update,10493,1691
match,15818,1972
l2update,10431,1630
match,15337,1901
l2update,10902,1689
match,16927,4127
l2update,10501,1703
match,15927,1986
l2update,10464,1625
match,15360,1927
l2update,10465,1644
match,15915,1894
l2update,10853,1635
match,16311,4145
l2update,10489,1660
match,15915,1918
l2update,10483,1641
match,15787,1886
l2update,10417,1564
match,15820,1921
l2update,11339,3754
match,15979,1893
l2update,10347,1654
match,15762,1946
l2update,10482,1598
match,15402,1926
l2update,10683,1690
match,15730,4063
l2update,10434,1654
match,15417,1917
l2update,10387,1670
match,16090,1924
l2update,10342,1625
match,15536,1934
l2update,11152,1634
match,16232,4101
l2update,10862,1653
match,15779,1958
l2update,10398,1589
match,15879,1964
l2update,10504,1623
match,15955,1924
l2update,10411,1632
match,16209,4097
l2update,10492,1684
match,15844,1930
l2update,10819,1655
match,15918,1916
l2update,10826,1670
match,15902,1875
l2update,10762,1624
match,16145,4084
l2update,10713,1702
match,15757,1947
l2update,10463,1550
match,15771,1969
l2update,10356,1627
match,15509,1941
l2update,11378,3869
match,16086,1874
l2update,10556,1629
match,15983,1906
l2update,10843,1631
match,15626,1898
l2update,10603,1788
match,16031,1962
l2update,11259,3979
match,15599,1900
l2update,10530,1706
match,15991,1953
l2update,10412,1566
match,15870,1938
l2update,10414,1670
match,16211,4179
l2update,10332,1714
match,15865,1923
l2update,10495,1659
match,16026,1935
l2update,10349,1637
match,15295,1925
l2update,10831,1638
match,16251,4092
l2update,10426,1625
match,15652,1940
l2update,10837,1673
match,15486,1916
l2update,10703,1740
match,15727,1976
l2update,10476,1693
match,16393,4200
l2update,10595,1747
match,15357,1963
l2update,10888,1658
match,15428,1891
l2update,11043,1655
match,15594,1880
l2update,10684,3890
match,16000,1940
l2update,10385,1616
match,15399,1912
l2update,10750,1690
match,15874,1935
l2update,10578,1650
match,16367,1991
l2update,11287,3789
match,16312,1908
l2update,10365,1648
match,16010,1957
l2update,10698,1673
match,15535,1938
l2update,10948,1693
match,16294,4102
l2update,10895,1719
match,15880,1955
l2update,10429,1642
match,15432,1944
l2update,10845,1716
match,15394,1937
l2update,10495,1652
match,16328,4184
l2update,10862,1713
match,15867,1966
l2update,10480,1674
match,15723,1896
l2update,10392,1608
match,15884,1900
l2update,10627,1640
match,16099,4137
l2update,10907,1742
match,15538,1943
l2update,10937,1666
match,15294,1913
l2update,10698,1692
match,15422,1914
l2update,10366,1679
match,16209,4325
l2update,10772,1777
match,15420,1933
l2update,10366,1671
match,15350,1926
l2update,10683,1689
match,15565,1875
l2update,10937,3833
match,24753,1940
l2update,11243,1847
match,16017,2010
l2update,10990,1709
match,15893,1996
l2update,10572,1704
match,17037,4517
l2update,10758,1679
match,25441,1972
l2update,10405,1717
match,15816,1907
l2update,10398,1624
match,15909,1927
l2update,10733,1677
match,16251,4233
l2update,10858,1756
match,15694,1935
l2update,11188,1583
match,15997,1965
l2update,10627,1718
match,15728,1935
l2update,10809,1705
match,16864,13418
l2update,10718,1749
match,16390,2027
l2update,10819,1735
match,15679,2008
l2update,10917,1749
match,15793,1965
l2update,10783,1700
match,16639,4221
l2update,10677,1735
match,15833,1975
l2update,11292,1738
match,15918,1947
l2update,11217,1670
match,16133,1957
l2update,11598,4020
match,16378,1981
l2update,11118,1792
match,15747,2012
l2update,10977,1760
match,15945,2009
l2update,11158,1770
match,16791,4217
l2update,11068,1751
match,15977,1964
l2update,11341,1723
match,16343,1970
l2update,11064,1679
match,15923,1984
l2update,11010,1727
match,16526,4213
l2update,10579,1739
match,16111,1990
l2update,10504,1707
match,16271,1989
l2update,10529,1710
match,15725,1935
l2update,10843,1730
match,16079,4172
l2update,11146,1788
match,15836,2023
l2update,10610,1704
match,16283,1995
l2update,11158,5826
match,16350,1970
l2update,11405,1760
match,16865,4359
l2update,10971,1747
match,15805,1977
l2update,11104,1726
match,15794,2005
l2update,10939,1750
match,16383,1948
l2update,11506,4025
match,16359,1980
l2update,10713,1708
match,15811,1951
l2update,10626,1716
match,16632,1989
l2update,10734,1732
match,15833,1976
l2update,11431,3905
match,16318,2033
l2update,10904,1726
match,16101,2008
l2update,10871,1697
match,15863,1989
l2update,10542,1764
match,16561,4240
l2update,10866,1892
match,16261,2039
l2update,10699,1661
match,15874,1972
l2update,10625,1720
match,16141,1971
l2update,10426,1677
match,16615,4292
l2update,10651,1720
match,16212,2012
l2update,10879,1701
match,16220,2027
l2update,10597,1633
match,15716,1978
l2update,10945,1682
match,16803,4168
l2update,10713,1703
match,16051,1969
l2update,10814,1651
match,16117,2004
l2update,10667,1705
match,15707,1958
l2update,11690,3877
match,15874,1977
l2update,10775,1744
match,15804,2003
l2update,10908,1723
match,15794,1952
l2update,11372,1718
match,16228,1942
l2update,11096,3887
match,15921,2023
l2update,11350,1723
match,15948,1960
l2update,10958,1717
match,16268,1982
l2update,10709,1689
match,16616,4231
l2update,10653,1734
match,16084,1996
l2update,10544,1687
match,15785,1966
l2update,10589,1672
match,16638,1963
l2update,10731,1647
match,16599,4315
l2update,10860,1697
match,16063,2041
l2update,10761,1672
match,16266,2060
l2update,10663,1712
match,15872,1992
l2update,10680,1745
match,18269,24265
l2update,11088,1974
match,16461,1954
l2update,10829,1714
match,16121,2018
l2update,10851,1648
match,16708,2025
l2update,10844,1677
match,17023,4491
l2update,10855,1724
match,15879,1969
l2update,11225,1697
match,15928,1980
l2update,11123,1674
match,16057,1955
l2update,10935,3982
match,16407,1993
l2update,11372,1760
match,16249,1923
l2update,11413,1695
match,17042,1892
l2update,10625,1605
match,16728,4238
l2update,11317,1764
match,16278,1966
l2update,10795,1641
match,16318,1965
l2update,11078,1659
match,16368,1971
l2update,11209,1689
match,16620,4313
l2update,11001,1745
match,15941,1986
l2update,11231,1861
match,16772,2041
l2update,10704,1688
match,15903,1979
l2update,11006,1688
match,16555,4290
l2update,11272,1725
match,16508,1912
l2update,10870,1678
match,16304,2006
l2update,11358,1686
match,16427,1873
l2update,10530,1635
match,16758,4160
l2update,10759,1698
match,16346,1974
l2update,10918,1678
match,16561,1983
l2update,10574,1637
match,16341,1979
l2update,11572,3940
match,16399,2032
l2update,11334,1763
match,16323,1959
l2update,10738,1615
match,16286,1956
l2update,10668,1679
match,16076,2031
l2update,10957,3888
match,16437,2010
l2update,10668,1741
match,16550,2057
l2update,19864,1674
match,15476,2045
l2update,10942,1712
match,15717,4216
l2update,10876,1748
match,15275,1922
l2update,10723,1669
match,15639,1993
l2update,10624,1648
match,15424,1885
l2update,10616,1671
match,16189,4054
l2update,10806,1705
match,15556,1926
l2update,10835,1619
match,15525,1915
l2update,10798,1679
match,15452,1907
l2update,10763,1714
match,25558,4092
l2update,10868,1843
match,16295,1961
l2update,11168,1649
match,15715,1963
l2update,11158,1749
match,33996,1962
l2update,11245,4230
match,15830,1952
l2update,10976,1692
match,15765,1942
l2update,10589,1737
match,15799,1991
l2update,10579,1705
match,16244,2016
l2update,10785,3839
match,16181,2089
l2update,10760,1715
match,15773,1992
l2update,10792,1780
match,15661,1949
l2update,11116,1715
match,22553,4192
l2update,18103,3209
match,25754,3728
l2update,12448,3087
match,16312,2064
l2update,10942,1762
match,16447,2031
l2update,11069,1746
match,16748,5433
l2update,10694,1779
match,15806,1965
l2update,10947,1715
match,16133,2148
l2update,10824,1726
match,16355,2026
l2update,10727,1676
match,16594,4337
l2update,10959,1761
match,16360,1989
l2update,11102,1706
match,15973,1974
l2update,10727,1683
match,15819,1987
l2update,10662,1739
match,16556,4249
l2update,11396,1752
match,16873,1974
l2update,11220,1687
match,16248,1994
l2update,11079,1682
match,15875,1975
l2update,11273,3997
match,15700,1990
l2update,11176,1702
match,16382,1974
l2update,10713,1715
match,16395,1997
l2update,10754,1682
match,16694,4149
l2update,10668,1756
match,16303,2038
l2update,10674,1710
match,16107,2011
l2update,11337,1725
match,16398,1971
l2update,10626,1658
match,16484,4411
l2update,10827,1755
match,16182,2038
l2update,23530,1698
match,28513,4638
l2update,20672,3770
match,17857,3558
l2update,10981,1892
match,18257,21686
l2update,11140,2054
match,16481,2116
l2update,10736,1747
match,16734,2077
l2update,10822,1786
match,16084,2051
l2update,10680,1748
match,16936,4712
l2update,10798,1721
match,16359,1988
l2update,10760,1719
match,16421,2079
l2update,10713,1722
match,15903,1998
l2update,11523,4097
match,15918,2056
l2update,11074,1746
match,15728,2020
l2update,10617,1717
match,15860,1982
l2update,11048,1750
match,15778,1984
l2update,11556,3963
match,15981,2053
l2update,11171,1719
match,15747,2003
l2update,11202,1679
match,15808,1993
l2update,10828,1729
match,16214,4233
l2update,11394,1785
match,16246,1956
l2update,10908,1642
match,16080,2005
l2update,10698,1627
match,15688,1990
l2update,11018,1747
match,17198,4333
l2update,10637,1765
match,16188,2019
l2update,11044,1678
match,15786,1989
l2update,11139,1920
match,15857,2010
l2update,10619,1732
match,16624,4308
l2update,10661,1692
match,16225,1968
l2update,10616,1708
match,15715,1979
l2update,10740,1731
match,16582,1997
l2update,10906,3943
match,15871,1989
l2update,11024,1753
match,15948,1984
l2update,11251,1714
match,15904,1988
l2update,11088,1711
match,16236,2052
l2update,10928,3938
match,16468,2078
l2update,11065,1715
match,15915,2024
l2update,10905,1776
match,15847,2003
l2update,11295,1770
match,17320,4125
l2update,10759,1747
match,15824,1974
l2update,11185,1669
match,16066,2027
l2update,11111,1777
match,16189,2003
l2update,10645,1736
match,16954,4223
l2update,10949,1839
match,15719,1966
l2update,10649,1705
match,15702,2001
l2update,11296,1699
match,16239,1967
l2update,10455,1703
match,16695,4270
l2update,10665,1754
match,16320,2022
l2update,10728,1692
match,16636,1968
l2update,10893,1696
match,15860,1959
l2update,10689,1707
match,16656,4213
l2update,10756,1724
match,16169,2005
l2update,11044,1720
match,15988,1974
l2update,11201,1695
match,16193,1966
l2update,11473,3960
match,15862,1992
l2update,11038,1753
match,16265,2001
l2update,10973,1764
match,15661,1989
l2update,10809,1726
match,16576,4239
l2update,10720,1802
match,16396,2001
l2update,10899,1700
match,16140,1983
l2update,10936,1747
match,15832,1990
l2update,10995,1706
match,16622,4198
l2update,11346,1789
match,16340,1975
l2update,10708,1694
match,16359,1994
l2update,11145,1654
match,16437,1984
l2update,10957,1721
match,17122,4177
l2update,10698,1671
match,16625,2025
l2update,10724,1606
match,16296,2020
l2update,10932,1747
match,16452,2059
l2update,10923,1892
match,16918,4286
l2update,10745,1793
match,16238,1990
l2update,11224,1702
match,15801,1973
l2update,11059,1748
match,15849,1939
l2update,11323,4040
match,15788,2019
l2update,11105,1752
match,15953,1970
l2update,10514,1683
match,16242,1931
l2update,10562,1706
match,16346,2022
l2update,11405,3499
match,16568,1965
l2update,10410,1658
match,16184,1956
l2update,10990,1675
match,15807,1935
l2update,11192,1760
match,16852,4202
l2update,10736,1718
match,16215,1997
l2update,10568,1758
match,16299,1978
l2update,10474,1675
match,16229,1975
l2update,10684,1713
match,16757,4227
l2update,10691,1685
match,16285,2017
l2update,10711,1685
match,15961,2003
l2update,11072,1711
match,16385,1978
l2update,10723,1655
match,16434,4208
l2update,10778,1739
match,16236,2039
l2update,10788,1689
match,16449,1982
l2update,10590,1716
match,15756,1935
l2update,11604,3975
match,15850,1962
l2update,10970,1727
match,15982,1971
l2update,11224,1743
match,16187,1943
l2update,10919,1712
match,16177,1958
l2update,11301,3970
match,16270,2056
l2update,10723,1677
match,16477,2001
l2update,10707,1711
match,15844,1969
l2update,10661,1703
match,16662,4147
l2update,11030,1750
match,15701,2021
l2update,10895,1729
match,16472,2008
l2update,10569,1634
match,17128,1992
l2update,11222,1610
match,16613,4279
l2update,11340,1728
match,16222,1933
l2update,10638,1687
match,16271,2011
l2update,10585,1679
match,15844,2000
l2update,11228,1718
match,16402,4160
l2update,10718,1736
match,16160,2003
l2update,11097,1723
match,15907,1970
l2update,10917,1698
match,16191,1964
l2update,11622,3860
match,16909,2163
l2update,10576,1628
match,16267,2024
l2update,10523,1684
match,16251,2035
l2update,11024,1696
match,15956,1935
l2update,10971,4030
match,16222,2094
l2update,10708,1682
match,16396,2009
l2update,10583,1718
match,16202,2016
l2update,10537,1688
match,16470,4148
l2update,10719,1710
match,16441,2011
l2update,10728,1703
match,16823,2284
l2update,10914,1705
match,16312,2008
l2update,11055,1741
match,17006,4516
l2update,10709,1744
match,16480,2032
l2update,10626,1681
match,16185,1993
l2update,11074,1635
match,16297,1995
l2update,10623,1702
match,16052,4162
l2update,11265,1784
match,15980,1997
l2update,11135,1684
match,15659,1992
l2update,10891,1729
match,15762,1984
l2update,10904,1684
match,16564,4228
l2update,10774,1734
match,16121,1969
l2update,11295,1667
match,16512,1886
l2update,10892,1724
match,16335,1973
l2update,11265,3972
match,15903,2037
l2update,11014,1683
match,15817,2016
l2update,11175,1747
match,15812,1974
l2update,10891,1737
match,16112,4213
l2update,10647,1818
match,15807,1973
l2update,10839,1715
match,15696,1939
l2update,11182,1670
match,15807,1975
l2update,11314,1757
match,16915,4069
l2update,10997,1746
match,15931,2007
l2update,11149,1716
match,15903,2001
l2update,10735,1694
match,16380,2000
l2update,10717,1670
match,16982,4291
l2update,10678,1751
match,16357,2003
l2update,11005,1699
match,16200,1997
l2update,10743,1721
match,16709,2009
l2update,10588,1645
match,16571,4112
l2update,10711,1740
match,16444,2019
l2update,11089,1703
match,16235,2012
l2update,10692,1635
match,16402,2025
l2update,11523,3936
match,15728,2081
l2update,10603,1805
match,15927,1958
l2update,10281,1614
match,15973,1955
l2update,10257,1602
match,16044,1943
l2update,10644,3906
match,15836,2004
l2update,11009,1713
match,15772,1904
l2update,10350,1588
match,15717,1942
l2update,10269,1636
match,15956,4133
l2update,10430,1676
match,15437,1948
l2update,10554,1627
match,15935,1982
l2update,10479,1675
match,16225,1963
l2update,10520,1599
match,17820,17725
l2update,10833,1970
match,15904,1955
l2update,10433,1705
match,16137,1978
l2update,10360,1666
match,16290,1962
l2update,10491,1649
match,17078,9956
l2update,11389,1906
match,16239,1931
l2update,10446,1648
match,15747,1960
l2update,10389,1671
match,15388,1888
l2update,11014,3955
match,15884,1971
l2update,10866,1637
match,15497,1952
l2update,10806,1673
match,15347,1930
l2update,10456,1667
match,15405,1896
l2update,11173,3959
match,15414,1922
l2update,10838,1688
match,16000,1940
l2update,10841,1697
match,15346,1969
l2update,11003,1673
match,16094,4006
l2update,10415,1668
match,15824,1949
l2update,10852,1658
match,15985,1956
l2update,10383,1641
match,15281,1922
l2update,10479,1572
match,16320,3971
l2update,10931,1721
match,15366,1988
l2update,10779,1656
match,15615,1921
l2update,10332,1668
match,15820,1960
l2update,10354,1695
match,16314,4082
l2update,10687,1654
match,15816,1868
l2update,11061,1635
match,15595,1927
l2update,10958,1658
match,15895,1842
l2update,10385,1677
match,15991,4111
l2update,10460,1654
match,15185,1915
l2update,10837,1671
match,15942,1950
l2update,10923,1681
match,15403,1897
l2update,11106,3819
match,15373,1931
l2update,10955,1704
match,15943,1928
l2update,10651,1795
match,16318,1958
l2update,10479,1627
match,16305,4118
l2update,10403,1740
match,15874,1912
l2update,10313,1653
match,15671,1959
l2update,11029,1681
match,15810,1905
l2update,10239,1707
match,16280,4051
l2update,10612,1724
match,15427,1902
l2update,10279,1695
match,15787,1949
l2update,10789,1638
match,16085,1974
l2update,10362,1680
match,16109,4051
l2update,10957,1712
match,15362,1932
l2update,10351,1634
match,15791,1948
l2update,10653,1655
match,15603,1965
l2update,11040,1671
match,15977,4007
l2update,10876,1748
match,15883,1919
l2update,10968,1664
match,15783,1832
l2update,10391,1644
match,15780,1918
l2update,11097,3795
match,15318,1913
l2update,11115,1700
match,16213,1912
l2update,11057,1651
match,16168,1927
l2update,10764,1677
match,16060,1865
l2update,11155,3901
match,15572,1948
l2update,10627,1676
match,15344,1934
l2update,10576,1709
match,15931,1949
l2update,10260,1644
match,16000,4006
l2update,11047,1730
match,15772,1917
l2update,10540,1683
match,16291,1973
l2update,10688,1588
match,15982,1947
l2update,10298,1614
match,16122,4166
l2update,10440,1686
match,16147,1993
l2update,10439,1646
match,15996,1959
l2update,10416,1607
match,15410,1940
l2update,11069,1687
match,16773,3954
l2update,10476,1727
match,15638,1924
l2update,10524,1640
match,15817,1888
l2update,10360,1644
match,15474,1937
l2update,10798,3804
match,15580,1984
l2update,10658,1672
match,15465,1943
l2update,10571,1742
match,15892,1987
l2update,11031,1685
match,16165,1832
l2update,11332,3870
match,16056,1911
l2update,11022,1704
match,15953,1880
l2update,10320,1615
match,15754,2124
l2update,10639,1682
match,25820,4139
l2update,18460,1854
match,25546,2270
l2update,10287,1788
match,16178,1952
l2update,11048,1635
match,15884,1942
l2update,10767,1679
match,16173,4511
l2update,10880,1687
match,15887,2008
l2update,10384,1625
match,15904,1965
l2update,10513,1625
match,15839,1979
l2update,10825,1647
match,17916,13988
l2update,10763,1937
match,15848,2013
l2update,10568,1670
match,15797,1971
l2update,10668,1687
match,15544,1959
l2update,10738,1687
match,16231,4362
l2update,11091,1686
match,16105,1896
l2update,10495,1619
match,15992,1944
l2update,11035,1686
match,16002,1847
l2update,11271,3877
match,15667,1967
l2update,10900,1671
match,15462,1962
l2update,10743,1657
match,15355,1940
l2update,10342,1690
match,16180,4017
l2update,10306,1662
match,15392,1943
l2update,10688,1636
match,15432,1929
l2update,10716,1693
match,15449,1959
l2update,10590,1637
match,15978,4065
l2update,10421,1596
match,15775,1925
l2update,10262,1604
match,16398,1977
l2update,10417,1645
match,15661,2005
l2update,10341,1632
match,16073,4139
l2update,10613,1678
match,15456,1952
l2update,10703,1697
match,15718,1940
l2update,10873,1664
match,15473,1926
l2update,11016,1669
match,15919,3946
l2update,10621,1713
match,15415,1922
l2update,10248,1643
match,16350,1951
l2update,10407,1621
match,15721,1947
l2update,11047,3808
match,15445,1997
l2update,11013,1690
match,15932,1874
l2update,10539,1665
match,15806,1968
l2update,10401,1595
match,15674,1957
l2update,11021,3426
match,15516,1999
l2update,11082,1617
match,15426,1880
l2update,10260,1632
match,15508,1882
l2update,10763,1865
match,16473,4109
l2update,10567,1700
match,16053,1914
l2update,10386,1625
match,15821,1920
l2update,10719,1669
match,15471,1889
l2update,10370,1654
match,16957,4174
l2update,10295,1653
match,15728,1943
l2update,10326,1655
match,15754,1923
l2update,10446,1614
match,15990,1950
l2update,10823,1665
match,15960,4030
l2update,10402,1761
match,15989,1985
l2update,10316,1680
match,15686,1971
l2update,10262,1647
match,15805,1967
l2update,10911,3775
match,15423,1956
l2update,10667,1673
match,15343,1899
l2update,10486,1643
match,15470,1931
l2update,11009,1663
match,15596,1845
l2update,11187,3864
match,15841,1912
l2update,10411,1655
match,15917,2007
l2update,10400,1665
match,15757,1981
l2update,10424,1631
match,15617,4030
l2update,10697,1683
match,15456,1936
l2update,11069,1648
match,15942,1911
l2update,10423,1601
match,15710,1984
l2update,10360,1634
match,16116,4156
l2update,10555,1673
match,15773,1965
l2update,10546,1635
match,15951,1979
l2update,10409,1587
match,15819,1944
l2update,10364,1620
match,15958,4059
l2update,10851,1712
match,15335,1937
l2update,10979,1666
match,15886,1977
l2update,10425,1640
match,15309,1920
l2update,10415,1657
match,16216,3684
l2update,10443,1687
match,15494,1970
l2update,10503,1694
match,15315,1947
l2update,10658,1684
match,15729,1940
l2update,11107,3821
match,15324,1925
l2update,10688,1618
match,15393,1996
l2update,10340,1649
match,15634,1963
l2update,10467,1606
match,16188,4107
l2update,11055,1737
match,15570,1911
l2update,10862,1708
match,15507,1875
l2update,10405,1659
match,15324,1927
l2update,10406,1657
match,16751,4148
l2update,10873,1849
match,16057,1952
l2update,10246,1604
match,15727,1920
l2update,10385,1622
match,15973,1940
l2update,10813,1625
match,16108,4226
l2update,10449,1657
match,15666,1932
l2update,10498,1594
match,15738,1898
l2update,10715,1663
match,15407,1898
l2update,10962,1646
match,24161,3998
l2update,12029,3005
match,16240,2203
l2update,20071,1815
match,16265,2216
l2update,20006,1770
match,15784,2150
l2update,11440,4906
match,24379,2090
l2update,10117,1765
match,15729,1902
l2update,10037,1647
match,15250,1907
l2update,19185,1612
match,16108,4489
l2update,10383,1737
match,15607,2009
l2update,10425,1620
match,15771,10946
l2update,10087,1572
match,14836,1911
l2update,10249,1627
match,15722,4219
l2update,10534,1661
match,15475,1906
l2update,10150,1614
match,15462,1928
l2update,10226,1584
match,15647,1910
l2update,10065,1616
match,16027,4095
l2update,10061,1630
match,15263,1905
l2update,10156,1558
