msg_type,processing_time_ns,buff_read_ns
l2update,11024,1746
match,15685,2022
l2update,15354,1735
match,16421,2345
l2update,10816,1720
match,16718,4747
l2update,11280,1730
match,16327,2100
l2update,11201,1784
match,15777,2006
l2update,10837,1738
match,16171,2032
l2update,10971,1709
match,16433,4216
l2update,10669,1772
match,15634,2012
l2update,10559,1637
match,16112,2066
l2update,10754,1741
match,15894,2068
l2update,11526,4069
match,15952,2004
l2update,10947,1758
match,16055,2045
l2update,10825,1728
match,16822,2033
l2update,10994,1612
match,16911,4174
l2update,10602,1821
match,16214,2008
l2update,10978,1697
match,16586,2047
l2update,10793,1694
match,15922,1966
l2update,10625,1691
match,16880,4205
l2update,10742,1728
match,15770,2010
l2update,11063,1725
match,15720,1949
l2update,10712,1704
match,15806,1980
l2update,11185,1731
match,16674,4245
l2update,10790,1752
match,15817,2053
l2update,10726,1738
match,16460,2045
l2update,10712,1750
match,15718,2014
l2update,10763,1721
match,16173,4293
l2update,11039,1791
match,16135,2002
l2update,11346,1728
match,16575,1927
l2update,11402,1706
match,16342,1912
l2update,11274,3935
match,15891,1995
l2update,10671,1755
match,16439,1970
l2update,10705,1712
match,15611,2015
l2update,10628,1758
match,16193,2003
l2update,11030,3875
match,15684,2015
l2update,11302,1720
match,16358,1964
l2update,10743,1639
match,16152,2060
l2update,10719,1744
match,16895,4173
l2update,11066,1902
match,16376,2049
l2update,11445,1708
match,16191,1954
l2update,11206,1779
match,15727,2011
l2update,10570,1772
match,16706,4386
l2update,10794,1740
match,16396,1939
l2update,10624,1681
match,16279,2028
l2update,10719,1731
match,16287,1993
l2update,10680,1651
match,16471,4109
l2update,10859,1719
match,16268,2004
l2update,10684,1688
match,15858,2029
l2update,10840,1804
match,17094,1937
l2update,11217,3994
match,16833,2045
l2update,10743,1664
match,16440,1998
l2update,10721,1699
match,16457,2019
l2update,10772,1700
match,16172,2021
l2update,11679,4002
match,16230,1975
l2update,11032,1701
match,16244,2000
l2update,11197,1710
match,16559,2008
l2update,11401,1639
match,16712,4166
l2update,10990,1787
match,15784,2012
l2update,10623,1727
match,16580,2035
l2update,10590,1740
match,16151,2007
l2update,10767,1726
match,16924,4180
l2update,10884,1625
match,15728,1954
l2update,10772,1686
match,16257,2035
l2update,10600,1602
match,16394,1975
l2update,10790,1652
match,16598,4192
l2update,10813,1722
match,16375,2027
l2update,11069,1727
match,15655,2014
l2update,11297,1758
match,16125,1898
l2update,10747,1692
match,16563,4235
l2update,10886,1715
match,16294,2032
l2update,10636,1685
match,15787,2021
l2update,11331,1762
match,16357,1959
l2update,11201,3917
match,16030,1987
l2update,11052,1773
match,16410,2038
l2update,10969,1722
match,16157,2034
l2update,10718,1655
match,16537,4344
l2update,10653,1758
match,16220,2018
l2update,10694,1710
match,16345,1987
l2update,10659,1674
match,16241,2029
l2update,10567,1722
match,16942,4227
l2update,10826,1671
match,16377,2020
l2update,10917,1818
match,16389,1969
l2update,11405,1699
match,16642,1918
l2update,10731,1713
match,16629,4338
l2update,10773,1732
match,16180,1992
l2update,10575,1709
match,16359,2011
l2update,10931,1701
match,17191,1997
l2update,11319,1617
match,16698,4129
l2update,10704,1735
match,16795,2016
l2update,10662,1642
match,16356,1994
l2update,10797,1688
match,16238,1932
l2update,11307,3951
match,16094,2006
l2update,11103,1767
match,15797,1929
l2update,10943,1745
match,16458,2000
l2update,10596,1710
match,16229,1989
l2update,11478,4010
match,15835,2046
l2update,10904,1746
match,15657,1967
l2update,10780,1719
match,16306,2028
l2update,10682,1765
match,25648,4269
l2update,10529,1756
match,16111,1945
l2update,10437,1684
match,15652,1968
l2update,10287,1657
match,15771,1943
l2update,10227,1670
match,26018,4314
l2update,10750,1770
match,16135,1974
l2update,19787,1710
match,15714,2063
l2update,10408,1607
match,15828,1972
l2update,10441,1683
match,16201,4213
l2update,10460,1714
match,15828,2000
l2update,19989,1652
match,16377,2003
l2update,10878,1725
match,15824,1988
l2update,11242,4035
match,16027,2083
l2update,15642,1774
match,15886,2153
l2update,11021,1815
match,16645,2013
l2update,11401,1745
match,16407,1932
l2update,11453,4120
match,15848,1993
l2update,11189,1788
match,35249,2006
l2update,10724,1776
match,16116,1970
l2update,10853,1720
match,26183,4407
l2update,10453,1762
match,16149,2021
l2update,20107,1678
match,15695,2054
l2update,11208,1714
match,15946,1976
l2update,10861,10772
match,16254,4246
l2update,10405,1668
match,15382,1951
l2update,10528,1685
match,15757,2108
l2update,11060,1690
match,15845,1952
l2update,10920,1607
match,16306,4178
l2update,10561,1634
match,15540,1939
l2update,10632,1660
match,15410,1883
l2update,10625,1642
match,15692,1951
l2update,10961,1656
match,15900,4189
l2update,10559,1675
match,15906,1949
l2update,10400,1619
match,15502,1951
l2update,10753,1702
match,15377,1978
l2update,11125,3891
match,25569,1911
l2update,10729,1778
match,16077,2009
l2update,11154,1699
match,24875,1995
l2update,10404,1852
match,17690,23496
l2update,10977,1909
match,15863,1900
l2update,10553,1643
match,16069,1952
l2update,10538,1654
match,15979,1946
l2update,10588,1687
match,16232,4337
l2update,10539,1658
match,15467,1961
l2update,10475,1626
match,15548,1851
l2update,10978,1707
match,15536,1928
l2update,10491,1653
match,16176,4256
l2update,10560,1753
match,15255,1956
l2update,10902,1682
match,15759,1969
l2update,10707,1698
match,15462,1933
l2update,10462,1692
match,16117,4076
l2update,10588,1735
match,15635,1956
l2update,10749,1600
match,15382,1937
l2update,11006,1689
match,15198,1916
l2update,11180,3819
match,15362,1943
l2update,10656,1637
match,15957,1827
l2update,10330,1670
match,15913,1970
l2update,10552,1675
match,15696,1947
l2update,11064,3949
match,15563,1983
l2update,10850,1725
match,16604,1910
l2update,10467,1621
match,15815,1985
l2update,10842,1653
match,16028,4066
l2update,10606,1714
match,25932,1941
l2update,10707,1841
match,16552,2025
l2update,11212,1746
match,28292,2100
l2update,18088,4056
match,25571,8343
l2update,21898,2462
match,26196,2194
l2update,10553,1856
match,15907,2031
l2update,10968,1896
match,16052,2028
l2update,10399,1743
match,16460,4862
l2update,10525,1719
match,15931,1992
l2update,10455,1686
match,16232,2001
l2update,10449,1683
match,16003,2012
l2update,11220,3987
match,15491,2013
l2update,10414,1726
match,15941,1968
l2update,10614,1691
match,15987,1992
l2update,10541,1603
match,15945,1951
l2update,11371,3977
match,16082,1923
l2update,10474,1703
match,15818,1973
l2update,10485,1719
match,15378,2016
l2update,10505,1685
match,16142,4071
l2update,10570,1729
match,15337,2021
l2update,10614,1718
match,15995,1965
l2update,10933,1669
match,15723,1973
l2update,10392,1663
match,16168,4054
l2update,10786,1660
match,16043,2003
l2update,10501,1728
match,15648,1993
l2update,10497,1657
match,15303,1915
l2update,10547,1723
match,16027,4015
l2update,10435,1788
match,15397,1975
l2update,10341,1692
match,15868,1973
l2update,10237,1683
match,16096,1975
l2update,10524,1636
match,16170,4072
l2update,10494,1684
match,15873,1969
l2update,10845,1744
match,15587,1945
l2update,11066,1733
match,15922,1893
l2update,10709,3835
match,15856,2074
l2update,10763,1727
match,16002,1968
l2update,10345,1664
match,15705,1982
l2update,10367,1650
match,15956,4127
l2update,10551,1670
match,15295,1954
l2update,10237,1745
match,15693,2006
l2update,10379,1649
match,15900,1942
l2update,10474,1581
match,16254,4104
l2update,10485,1784
match,15728,1973
l2update,10395,1600
match,15790,1944
l2update,10591,1612
match,15266,1927
l2update,11059,1745
match,16597,4073
l2update,10543,1727
match,15938,2004
l2update,10518,1687
match,15340,1948
l2update,10386,1730
match,15358,1987
l2update,10726,1833
match,16186,4186
l2update,10504,1692
match,15264,1947
l2update,10445,1664
match,16118,1972
l2update,10425,1662
match,15897,1992
l2update,10870,3955
match,15938,1984
l2update,10321,1725
match,16192,1967
l2update,10236,1574
match,15929,1947
l2update,10343,1702
match,16012,1956
l2update,12552,14905
match,15643,2123
l2update,10828,1700
match,15868,1963
l2update,11059,1677
match,16081,1905
l2update,10619,1673
match,15890,4322
l2update,10263,1684
match,15301,1921
l2update,10339,1664
match,15781,2000
l2update,10663,1696
match,15378,1908
l2update,11042,1694
match,15978,4103
l2update,10427,1640
match,15834,1818
l2update,10280,1639
match,15903,1963
l2update,10991,1657
match,15889,1830
l2update,16800,1670
match,16735,4341
l2update,10572,1707
match,15998,1965
l2update,10539,1696
match,16078,1945
l2update,10440,1626
match,15821,1979
l2update,11247,3898
match,16290,1903
l2update,10450,1669
match,15907,1945
l2update,10341,1676
match,15523,1891
l2update,10286,1650
match,15530,1963
l2update,11067,3884
match,15234,1969
l2update,10699,1712
match,15631,1922
l2update,10404,1638
match,16005,1943
l2update,10466,1656
match,16176,4073
l2update,10442,1691
match,15804,1941
l2update,10417,1655
match,15776,1933
l2update,11069,1666
match,16193,1822
l2update,10797,1632
match,15939,4109
l2update,10427,1760
match,15524,1950
l2update,10380,1694
match,15883,1956
l2update,10627,1678
match,15559,1862
l2update,10706,1687
match,15892,4093
l2update,10923,1728
match,15802,1940
l2update,10790,1629
match,16087,1964
l2update,10616,1672
match,15864,1952
l2update,11205,3809
match,15854,2106
l2update,10704,1708
match,15957,1938
l2update,10859,1649
match,16034,1938
l2update,10277,1655
match,16570,1912
l2update,10994,3981
match,15892,1980
l2update,10427,1642
match,15777,1996
l2update,10508,1664
match,15933,1952
l2update,10267,1607
match,16447,4060
l2update,10481,1743
match,15887,1988
l2update,10547,1650
match,15826,1944
l2update,10388,1606
match,15949,1943
l2update,10993,1645
match,16117,3954
l2update,10388,1720
match,15533,2004
l2update,10599,1704
match,15379,1925
l2update,10569,1691
match,15727,1877
l2update,10485,1652
match,16190,4155
l2update,10744,1677
match,15742,1985
l2update,10997,1713
match,15306,1865
l2update,10681,1697
match,15825,1968
l2update,10826,1710
match,16068,4071
l2update,10703,1749
match,15331,1902
l2update,11053,1718
match,15766,1873
l2update,10421,1603
match,15574,1926
l2update,11394,3870
match,16052,1918
l2update,10453,1655
match,16444,1991
l2update,10351,1656
match,15863,1971
l2update,10596,1733
match,16210,4105
l2update,10492,1741
match,15297,1924
l2update,10933,1717
match,15640,1898
l2update,10378,1691
match,15792,1899
l2update,10598,1629
match,16179,4023
l2update,10907,1755
match,16104,1965
l2update,10729,1681
match,15402,1939
l2update,10606,1662
match,15481,1866
l2update,10434,1610
match,16064,4146
l2update,10456,1696
match,15314,1962
l2update,10411,1624
match,15668,1943
l2update,11126,1649
match,15897,1869
l2update,10351,1630
match,16528,4129
l2update,10431,1702
match,15327,1943
l2update,10722,1603
match,15780,1885
l2update,10430,1647
match,15335,1906
l2update,11219,3866
match,15998,1931
l2update,10692,1801
match,15565,1961
l2update,10438,1639
match,15995,1937
l2update,10678,1676
match,15950,1935
l2update,11006,3936
match,15461,1983
l2update,10603,1649
match,15854,1943
l2update,11019,1669
match,16117,1830
l2update,10631,1693
match,16136,4059
l2update,10889,1649
match,15801,1926
l2update,10941,1651
match,15513,1934
l2update,10576,1693
match,15344,1912
l2update,10597,1679
match,16330,4128
l2update,10523,1682
match,15858,1953
l2update,11014,1663
match,16098,1940
l2update,10457,1648
match,16151,1911
l2update,10460,1622
match,16189,4083
l2update,10522,1665
match,15871,1948
l2update,10915,1646
match,24935,1929
l2update,11024,1779
match,24739,1989
l2update,11263,3975
match,24973,1895
l2update,10438,1692
match,14958,1875
l2update,10369,1559
match,15328,1833
l2update,10318,1604
match,15125,1851
l2update,10673,3892
match,14913,1873
l2update,10389,1620
match,15178,1809
l2update,10492,1535
match,15151,1832
l2update,10297,1654
match,15656,4185
l2update,10716,1693
match,15279,1891
l2update,10542,1600
match,15140,1781
l2update,10144,1624
match,14940,1851
l2update,10719,1625
match,15672,3793
l2update,10178,1687
match,15128,1907
l2update,10004,1562
match,15402,1846
l2update,10550,1647
match,15014,1830
l2update,10288,1628
match,15657,4012
l2update,10244,1663
match,15384,1879
l2update,10076,1520
match,15300,1889
l2update,10345,1659
match,15335,1886
l2update,10171,1540
match,15383,3956
l2update,10072,1593
match,14821,1903
l2update,10045,1563
match,15434,1893
l2update,10220,1636
match,15074,1875
l2update,10415,3696
match,15218,1943
l2update,10716,1555
match,15591,1791
l2update,10370,1699
match,15861,1879
l2update,10680,1622
match,15714,4091
l2update,10159,1645
match,15532,1860
l2update,10631,1631
match,15717,1910
l2update,10744,1586
match,15388,1768
l2update,10437,1616
match,15709,3901
l2update,10089,1690
match,15704,1885
l2update,10155,1589
match,15445,1850
l2update,10572,1590
match,15526,1858
l2update,10434,1600
match,15669,3981
l2update,10007,1664
match,15436,1874
l2update,10073,1601
match,15306,1892
l2update,10122,1608
match,15218,1873
l2update,10071,1530
match,24706,3961
l2update,14826,1794
match,24145,2116
l2update,10501,1717
match,15487,1881
l2update,9989,1607
match,15261,1921
l2update,10513,3962
match,15288,1936
l2update,10694,1653
match,15519,1783
l2update,10102,1639
match,15210,1843
l2update,9963,1628
match,15700,1854
l2update,10401,3740
match,15446,1940
l2update,10448,1683
match,15358,1869
l2update,10408,1613
match,15168,1883
l2update,10406,1650
match,15673,3940
l2update,10092,1688
match,15383,1880
l2update,10534,1624
match,15481,1813
l2update,10086,1599
match,14907,1840
l2update,10617,1633
match,15544,3981
l2update,10215,1663
match,15368,1841
l2update,10129,1590
match,15464,1880
l2update,10447,1597
match,15314,1866
l2update,9945,1602
match,15875,3920
l2update,10226,1642
match,15378,1871
l2update,10399,1604
match,14915,1794
l2update,10111,1622
match,15419,1859
l2update,11086,3689
match,15478,1828
l2update,10187,1625
match,15057,1808
l2update,10422,1633
match,14894,1845
l2update,10093,1609
match,15020,1865
l2update,12194,16575
match,15604,2125
l2update,10512,1670
match,15123,1845
l2update,10559,1575
match,15631,1991
l2update,10618,1634
match,16784,10093
l2update,10382,1816
match,15116,1891
l2update,10169,1655
match,15504,1912
l2update,10164,1569
match,15509,1877
l2update,10221,1602
match,15808,4174
l2update,10504,1661
match,16104,1885
l2update,10123,1589
match,15973,1871
l2update,10136,1523
match,15653,1899
l2update,10176,1588
match,15979,4144
l2update,10435,1635
match,15053,1882
l2update,10139,1555
match,15460,1896
l2update,10122,1576
match,15542,1964
l2update,10230,1591
match,15913,4095
l2update,10262,1634
match,15525,1923
l2update,10391,1627
match,15066,1815
l2update,10484,1632
match,14932,1895
l2update,10834,3793
match,15040,1842
l2update,10531,1603
match,15001,1832
l2update,10359,1646
match,14946,1911
l2update,10841,1592
match,15662,3905
l2update,10332,1666
match,15569,1910
l2update,10466,1608
match,15690,1888
l2update,10422,1539
match,14920,1905
l2update,10332,1607
match,16237,3946
l2update,10200,1627
match,15520,1914
l2update,10148,1613
match,15327,1870
l2update,9986,1558
match,15409,1911
l2update,10031,1568
match,15614,3977
l2update,10650,1661
match,15466,1796
l2update,10755,1599
match,15473,1803
l2update,10126,1548
match,15630,1870
l2update,10542,1560
match,15672,4003
l2update,10327,1620
match,15667,1860
l2update,10671,1603
match,16230,1787
l2update,10525,1607
match,15099,1826
l2update,10794,3725
match,15589,1889
l2update,10130,1576
match,15004,1879
l2update,10411,1566
match,15159,1883
l2update,10479,1569
match,15429,1820
l2update,10318,3131
match,16480,1949
l2update,10582,1565
match,16269,1758
l2update,10386,1512
match,15681,1873
l2update,10384,1692
match,15926,4034
l2update,10147,1690
match,15576,1852
l2update,10105,1615
match,15433,1912
l2update,10272,1585
match,15394,1862
l2update,10634,1541
match,15659,4027
l2update,10301,1632
match,15794,1896
l2update,10645,1605
match,15528,1848
l2update,9945,1544
match,15708,1885
l2update,10287,1569
match,15937,4020
l2update,10631,1692
match,15679,1852
l2update,10721,1522
match,15433,1838
l2update,10681,1584
match,15683,1781
l2update,10945,3643
match,16031,1958
l2update,10116,1603
match,15505,1913
l2update,10078,1548
match,15393,1871
l2update,10422,1608
match,15048,1873
l2update,10739,3794
match,15422,1905
l2update,10055,1604
match,15540,1872
l2update,10175,1571
match,14953,1880
l2update,10219,1590
match,16062,3899
l2update,10246,1610
match,15409,1897
l2update,10009,1589
match,15453,1912
l2update,10124,1586
match,15525,1907
l2update,10137,1614
match,15855,4020
l2update,10767,1650
match,15487,1923
l2update,10058,1532
match,15322,1876
l2update,10594,1605
match,15121,1841
l2update,10068,1575
match,15618,4000
l2update,10232,1598
match,16162,1888
l2update,10294,1567
match,14949,1912
l2update,10604,1599
match,15532,1886
l2update,10205,1583
match,15711,3593
l2update,10206,1616
match,14844,1877
l2update,10144,1562
match,15521,1943
l2update,10574,1608
match,15368,1812
l2update,10919,3849
match,15511,1968
l2update,10147,1646
match,15299,1910
l2update,10087,1589
match,15372,1883
l2update,10646,1614
match,16739,12885
l2update,10415,1887
match,15373,1910
l2update,10375,1617
match,15310,1928
l2update,10826,1571
match,15451,1822
l2update,10711,1636
match,15843,4189
l2update,11186,1784
match,15540,1786
l2update,10141,1556
match,16158,1858
l2update,10215,1563
match,15244,1846
l2update,10420,1579
match,15392,4063
l2update,10431,1633
match,15509,1885
l2update,10320,1559
match,15462,1794
l2update,10110,1566
match,15697,1852
l2update,10137,1624
match,15764,3954
l2update,10191,1613
match,15396,1869
l2update,10315,1623
match,15410,1832
l2update,10296,1532
match,16119,1848
l2update,11190,8122
match,15541,1971
l2update,10268,1575
match,15683,1837
l2update,10259,1554
match,15378,1849
l2update,10488,1643
match,15937,4132
l2update,10130,1557
match,15536,1859
l2update,10597,1588
match,15534,1871
l2update,10391,1600
match,14984,1831
l2update,10639,1602
match,15921,3885
l2update,10263,1680
match,15539,1851
l2update,10248,1536
match,15721,1871
l2update,10429,1653
match,15064,1843
l2update,10470,1627
match,15823,3902
l2update,10295,1596
match,15719,1894
l2update,10330,1582
match,15564,1814
l2update,10563,1608
match,15496,1864
l2update,10365,1605
match,15846,4012
l2update,10241,1611
match,15515,1876
l2update,10195,1527
match,15666,1822
l2update,10128,1589
match,15085,1833
l2update,10884,3733
match,15517,1967
l2update,10307,1583
match,15867,1884
l2update,10316,1600
match,15586,1827
l2update,10115,1556
match,15391,1894
l2update,10760,3647
match,15352,1889
l2update,10808,1604
match,15442,1757
l2update,10095,1600
match,15808,1858
l2update,10151,1527
match,15628,3947
l2update,10194,1596
match,15588,1917
l2update,10265,1567
match,15358,1860
l2update,10068,1515
match,15574,1866
l2update,10750,1626
match,15798,3886
l2update,10558,1626
match,22945,2011
l2update,12307,2910
match,15269,2205
l2update,10665,1742
match,24654,1998
l2update,10957,1834
match,25457,5106
l2update,10254,1811
match,15812,1959
l2update,10237,1581
match,15487,1914
l2update,10216,1594
match,15346,1930
l2update,10818,4073
match,15539,2044
l2update,10273,1665
match,15751,1910
l2update,10060,1613
match,15433,1929
l2update,10109,1600
match,15670,1957
l2update,10453,3783
match,15530,1959
l2update,10449,1646
match,14926,1923
l2update,10208,1627
match,16238,1922
l2update,10792,1575
match,15718,3967
l2update,10523,1703
match,15367,1923
l2update,10064,1610
match,15250,1919
l2update,10129,1575
match,15348,1921
l2update,10258,1578
match,15775,4028
l2update,10382,1654
match,14906,1903
l2update,10130,1623
match,15690,1916
l2update,10200,1567
match,15538,1963
l2update,10470,1526
match,15488,4044
l2update,10126,1695
match,15472,1952
l2update,10198,1558
match,15573,1948
l2update,10532,1598
match,15558,1892
l2update,9924,1625
match,15930,3974
l2update,10037,1678
match,15264,1891
l2update,10098,1593
match,15375,1909
l2update,10067,1559
match,15685,1923
l2update,10594,3811
match,15416,1953
l2update,10148,1609
match,15027,1899
l2update,10506,1621
match,15456,1887
l2update,10395,1598
match,15367,4121
l2update,10233,1641
match,15433,1890
l2update,10360,1648
match,15017,1906
l2update,10099,1649
match,15446,1906
l2update,10064,1608
match,15852,3989
l2update,10082,1665
match,15408,1911
l2update,10157,1636
match,15047,1906
l2update,10715,1629
match,15348,1824
l2update,10096,1663
match,15835,4165
l2update,10128,1649
match,15476,1922
l2update,10516,1786
match,15114,1924
l2update,10132,1625
match,15388,1959
l2update,10159,1672
match,15876,4121
l2update,10138,1623
match,15138,1956
l2update,10042,1542
match,15537,1910
l2update,10142,1592
match,15233,1905
l2update,10708,3704
match,15361,1993
l2update,9995,1608
match,15406,1942
l2update,10508,1553
match,15251,1947
l2update,10749,1633
match,15475,1801
l2update,10881,3806
match,15363,1955
l2update,10115,1602
match,15684,1885
l2update,10207,1609
match,15566,1919
l2update,10189,1572
match,15442,4060
l2update,10130,1680
match,15553,1903
l2update,10088,1631
match,15030,1915
l2update,10605,1546
match,14934,1915
l2update,10252,1619
match,15711,4027
l2update,10538,1626
match,15270,1904
l2update,10192,1603
match,14855,1913
l2update,10559,1646
match,14862,1875
l2update,10394,1649
match,15695,4122
l2update,10128,1617
match,15474,1962
l2update,10200,1639
match,15516,1922
l2update,10361,1644
match,15582,1918
l2update,10858,3685
match,15014,1909
l2update,10217,1658
match,15532,1913
l2update,10333,1593
match,15273,1918
l2update,10434,1600
match,14967,1912
l2update,10695,3791
match,15172,1988
l2update,10154,1568
match,15102,1898
l2update,10105,1611
match,15287,1932
l2update,9979,1564
match,15566,4061
l2update,10171,1608
match,15324,1881
l2update,9982,1609
match,15470,1870
l2update,9900,1624
match,14722,1913
l2update,10083,1562
match,15700,4009
l2update,10058,1611
match,15424,1913
l2update,10096,1568
match,15507,1889
l2update,10172,1534
match,14937,1908
l2update,10059,1627
match,15554,4039
l2update,10285,1678
match,15012,1929
l2update,10152,1575
match,15821,1859
l2update,10486,1731
match,15086,1912
l2update,10574,1571
match,15826,4145
l2update,10261,1614
match,15411,1874
l2update,10113,1592
match,15504,1902
l2update,10160,1562
match,15427,1881
l2update,10772,3679
match,15446,1938
l2update,10587,1614
match,15497,1910
l2update,10011,1597
match,23989,1883
l2update,11289,6000
match,25637,4476
l2update,10314,1706
match,15493,1920
l2update,10126,1544
match,15393,1902
l2update,10566,1625
match,15733,1902
l2update,10176,1619
match,15845,4192
l2update,10288,1682
match,15558,1870
l2update,10102,1595
match,15253,1898
l2update,10590,1623
match,15552,1922
l2update,9966,1618
match,15875,4022
l2update,10174,1650
match,15838,1891
l2update,10122,1630
match,15493,1904
l2update,10291,1612
match,15371,1916
l2update,10147,1588
match,15673,3980
l2update,10217,1655
match,15839,1886
l2update,10683,1579
match,15405,1810
l2update,10280,1621
match,15617,1903
l2update,10698,3738
match,15141,1947
l2update,10224,1577
match,15478,1859
l2update,10290,1618
match,15061,1935
l2update,10019,1584
match,15504,1889
l2update,12142,16964
match,15815,2162
l2update,10740,1694
match,15518,1878
l2update,19482,1604
match,15852,2119
l2update,19402,1692
match,16677,10140
l2update,10353,1870
match,15106,1920
l2update,10185,1686
match,14871,1911
l2update,10079,1626
match,15351,1971
l2update,10118,1623
match,15823,4356
l2update,10174,1638
match,15463,1959
l2update,10162,1670
match,15353,1958
l2update,10189,1555
match,15520,1950
l2update,10340,1637
match,15541,4105
l2update,10016,1618
match,15457,1902
l2update,10175,1617
match,15098,1901
l2update,10115,1641
match,15943,2069
l2update,11072,3844
match,16155,1859
l2update,10251,1591
match,15488,1885
l2update,10528,1605
match,15749,1846
l2update,10499,1651
match,15661,1891
l2update,10418,3850
match,15653,1968
l2update,10408,1577
match,15196,1910
l2update,10154,1576
match,15119,1861
l2update,10747,1644
match,15768,3942
l2update,10260,1627
match,15556,1917
l2update,10189,1588
match,15297,1883
l2update,10750,1600
match,15560,1811
l2update,10218,1547
match,16265,3997
l2update,10062,1581
match,14887,1928
l2update,10770,1616
match,15479,1865
l2update,10163,1576
match,15446,1882
l2update,10668,1619
match,15734,4002
l2update,10266,1639
match,15083,1815
l2update,10310,1601
match,15518,1860
l2update,10192,1589
match,15553,1929
l2update,10108,1590
match,15689,4013
l2update,10146,1609
match,15766,1944
l2update,10180,1596
match,15601,1832
l2update,10084,1616
match,15609,1882
l2update,10845,3774
match,15350,1961
l2update,10449,1661
match,14883,1895
l2update,10618,1637
match,14800,1862
l2update,10117,1636
match,15764,4032
l2update,10787,1618
match,15239,1851
l2update,10062,1610
match,15673,1907
l2update,10763,1637
match,15574,1826
l2update,10058,1638
match,15651,4018
l2update,10129,1620
match,15601,1888
l2update,10188,1559
match,14798,1876
l2update,10334,1646
match,14989,1873
l2update,10044,1633
match,15908,4024
l2update,10049,1644
match,15374,1935
l2update,10426,1621
match,15009,1861
l2update,10456,1581
match,14954,1878
l2update,10086,1619
match,15936,3991
l2update,10569,1698
match,15132,1883
l2update,10623,1654
match,15232,1928
l2update,10150,1613
match,15449,1950
l2update,11311,3910
match,15511,1807
l2update,10059,1581
match,15658,1891
l2update,10544,1542
match,15034,1894
l2update,10759,1652
match,15658,4027
l2update,10708,1641
match,15461,1820
l2update,10038,1545
match,15435,1897
l2update,10053,1616
match,14953,1883
l2update,10389,1626
match,15525,4049
l2update,10367,1709
match,15432,1862
l2update,28817,1584
match,16215,2156
l2update,10785,1704
match,25340,2031
l2update,38495,2178
match,36005,17285
l2update,20595,2474
match,17069,2333
l2update,19806,10663
match,25713,2135
l2update,10262,1765
match,15597,2003
l2update,10290,1687
match,15969,4780
l2update,10166,1684
match,15437,1952
l2update,10106,1634
match,15638,1912
l2update,10088,1591
match,15150,1858
l2update,20047,3800
match,15682,2064
l2update,10525,1723
match,15788,1942
l2update,10699,1748
match,16020,1922
l2update,10541,1666
match,15850,1990
l2update,10851,4035
match,15388,2053
l2update,10912,1678
match,15463,2029
l2update,10264,1733
match,15897,1979
l2update,10545,1668
match,17536,15502
l2update,10792,1937
match,15693,2001
l2update,10888,1750
match,15394,1958
l2update,10579,1699
match,15605,2044
l2update,10819,1734
match,16631,4504
l2update,10944,1743
match,15614,1983
l2update,11069,1679
match,16090,1915
l2update,10684,1694
match,15395,2003
l2update,11018,1712
match,16510,4087
l2update,10553,1655
match,15902,2015
l2update,11001,1645
match,15376,1948
l2update,10474,1666
match,15478,1932
l2update,11059,3892
match,15490,1964
l2update,10472,1703
match,16216,1965
l2update,10542,1605
match,16257,1984
l2update,10947,1650
match,20075,1928
l2update,11787,4153
match,15835,1871
l2update,10911,1803
match,16043,1963
l2update,10385,1619
match,15350,1925
l2update,10938,1685
match,15963,4118
l2update,10838,1696
match,15532,1968
l2update,10543,1636
match,16132,1946
l2update,10508,1698
match,15424,2026
l2update,10369,1687
match,16118,4098
l2update,10342,1659
match,16127,1977
l2update,11031,1648
match,15504,1930
l2update,10854,1698
match,15197,1980
l2update,10346,1675
match,16619,4135
l2update,10544,1651
match,15425,1953
l2update,11064,1674
match,16089,1903
l2update,10467,1606
match,15863,1978
l2update,10800,1635
match,16094,4068
l2update,10878,1646
match,15748,1980
l2update,10433,1648
match,15503,1918
l2update,11155,1701
match,16161,1895
l2update,11353,3754
match,16156,1890
l2update,10603,1624
match,15893,1948
l2update,10854,1699
match,15259,1980
l2update,10368,1684
match,16236,4167
l2update,10934,1649
match,15487,1940
l2update,10568,1681
match,15515,1969
l2update,11164,1668
match,15980,1908
l2update,10375,1699
match,16153,4127
l2update,10827,1711
match,15315,1937
l2update,10609,1701
match,15527,1908
l2update,10909,1696
match,16025,1938
l2update,10518,1661
match,16224,4138
l2update,10771,1667
match,15180,1953
l2update,11003,1737
match,15582,1887
l2update,11008,1722
match,15966,1929
l2update,11009,1660
match,16305,4046
l2update,10784,1728
match,15317,1946
l2update,10770,1738
match,15477,1972
l2update,10443,1701
match,15856,1993
l2update,11224,3858
match,15396,2006
l2update,10685,1699
match,15441,1976
l2update,10666,1693
match,15417,1982
l2update,10740,1747
match,15768,1975
l2update,10974,3872
match,15393,2039
l2update,10843,1673
match,17019,2085
l2update,11069,1649
match,15949,1863
l2update,10196,1653
match,16245,4239
l2update,10354,1743
match,15276,1912
l2update,10705,1659
match,15807,1974
l2update,10387,1625
match,15847,2000
l2update,10402,1599
match,16282,4053
l2update,10726,1724
match,15816,1930
l2update,10543,1651
match,15776,1960
l2update,10441,1711
match,15967,1970
l2update,10558,1653
match,16208,4145
l2update,10396,1689
match,16034,1993
l2update,10644,1678
match,15440,1929
l2update,11006,1726
match,15814,1844
l2update,11297,3887
