durations
984324
80003
39427
63809
37141
58825
35722
59483
35992
59346
36098
60075
35867
59094
36287
59004
35598
59227
36006
60024
35656
59083
36234
62585
47295
81372
38569
59015
36389
58174
35824
57816
35693
58606
36836
58934
36161
58879
36287
59287
36194
59929
36461
58906
35854
59049
36259
58734
36059
59773
36080
58740
36334
59018
35766
59029
35946
59844
36347
58822
35774
58891
36161
57900
35937
59851
35897
59255
35862
58930
35785
58183
79452
100522
59268
94808
42047
92790
64025
107351
66861
100316
53143
82111
60854
106561
65068
130029
133974
80986
42789
65930
41058
65738
40705
67593
40865
66270
40264
66132
40852
65561
40045
66336
40060
63132
40140
66161
40625
65932
41009
66608
40023
65146
39949
65765
40010
65805
40938
65360
40194
65226
40779
63838
40188
66990
46917
68509
40747
67113
40923
65217
39483
67107
40580
65453
40632
66288
40174
66620
40760
65989
40157
66214
40620
63798
40469
65801
41491
65568
40322
66044
40056
66452
40233
65706
41386
65979
40731
65376
39397
62747
40722
66793
40179
64179
39727
66375
40664
65445
40439
67089
41012
66389
40577
65665
40463
66321
40695
67067
39899
65546
39737
66160
40155
66071
41098
65940
40131
66187
39983
76040
45890
57477
35519
55586
35004
57544
35093
57658
34809
58224
35266
56993
35565
57318
35273
56916
35111
58486
35241
57556
35497
57024
34915
56986
35278
58291
35655
57074
35254
57313
34894
57786
35416
58041
34894
57749
35442
57841
35125
57334
35596
58037
35036
57286
35101
57667
35186
57501
35127
57592
35295
56146
35107
57803
34674
58144
34817
57722
35187
57471
35390
57539
34550
57350
35338
57818
35099
57905
35213
56139
35018
57937
53671
68033
35007
56628
35036
58163
36243
57558
35267
57599
35074
56334
35261
57294
35724
56548
34875
57201
34383
57631
35153
58187
35190
57628
35277
57865
35174
57696
34780
57985
34812
58163
34670
56763
45113
68666
39079
68478
35642
57725
34875
57540
35049
68472
60279
88171
57600
93160
55613
89988
55146
89676
55548
89256
54475
94808
57712
92856
56742
93408
56523
92572
84434
95670
61170
102750
63128
99147
64309
102227
62587
99213
62157
97601
60964
90384
55002
97708
58924
124114
63566
98405
63266
102527
54639
60758
36149
59403
36399
59991
36041
59280
36190
59325
35828
58996
35692
59675
36312
59170
35685
58759
35716
59976
35970
59478
36407
59256
35647
59283
36076
58153
35859
58842
35833
58519
35770
59109
47321
59590
37167
59281
36146
59038
35746
59250
36186
59671
35518
58932
36157
58576
36085
58929
35810
59648
36056
58560
35842
57498
35929
58687
35475
59244
36106
59179
36251
58908
35720
80501
37181
59018
35987
59398
35842
58711
35563
58809
36905
58630
35670
58669
35921
58970
35689
56885
36375
59049
35803
58858
35254
58277
36062
59360
35881
58720
35937
58107
35523
59060
35961
59539
36122
58510
35399
58313
35487
57828
35521
64431
38154
58649
36000
58938
35354
58608
36708
58883
36058
59011
35640
58623
35547
58360
36677
58333
35607
58601
35716
58501
36155
58840
35784
59100
36210
59220
35785
57920
35300
59725
35820
58284
35977
58902
35928
57962
36168
59551
36237
58485
35973
58391
35799
58648
36079
63294
36530
59289
36041
58547
35751
59057
36521
59014
35613
57630
36017
58734
35804
59637
36342
57553
35583
58783
36121
58899
35780
59492
35944
58677
35748
64460
46923
57491
34989
58342
34480
56963
34695
57495
34706
57214
34912
58127
35232
57184
35021
66213
42691
57620
44554
55820
33745
55828
34081
55529
33825
55800
34767
55805
33994
54669
33956
54787
33763
56685
33972
54639
33838
55571
33874
55712
33802
56526
34210
55281
34385
55822
44159
57289
44238
56247
34418
60248
75611
94868
54814
91360
55206
87850
53045
87038
52787
83065
58720
90670
56188
168062
58354
92332
57302
97828
64593
102176
63572
95901
64180
101088
61583
101447
62869
98722
54989
87838
58692
95487
61196
95985
61311
101685
62350
69857
35955
58012
34845
56535
35294
58905
34953
66297
43484
87522
55540
58855
36554
56693
34622
57681
35106
57559
35130
58216
35224
57109
34895
64539
34251
54964
33777
65929
35262
56907
55496
58356
56621
107704
55792
88655
35396
67617
44926
57370
45498
57666
35440
58065
35449
57932
34708
57549
34997
56658
35711
57624
35016
57521
34610
57948
34801
57470
35988
57654
34999
57419
34626
57685
34851
77046
45137
58978
36163
59061
35682
59534
35919
59764
35695
59424
35986
58594
35769
58932
35738
60255
35806
58756
35630
59504
36093
58409
36987
57413
35858
59166
35500
58785
35952
58413
37080
59089
35891
65413
36408
59053
36391
59772
36473
58831
36093
58979
35670
59071
36126
59871
36077
58882
35988
58031
36136
58792
36155
59851
35921
58641
34862
58648
36175
58558
35928
68465
44893
76422
33831
56153
34349
55247
34974
55907
33968
56624
34505
65528
34849
57875
35042
57178
35104
57233
34757
56361
34867
58083
35161
56477
34950
56796
34955
57447
35332
58173
35258
56735
34564
56989
34813
57366
34607
58177
34764
56923
35292
56928
34663
57230
51503
57877
35211
57222
35349
57213
35011
58451
35382
57467
35001
57524
35280
57502
34402
56386
34259
57434
34426
56996
35030
57398
34824
58266
34683
57094
34904
57332
35017
65853
34024
56089
33890
55879
34199
55257
33972
55807
38484
55514
34048
55936
33930
55806
33810
55836
35126
55991
33869
55628
33918
55976
33922
56472
34449
55159
33975
55403
33777
55613
40331
56984
34140
55758
34438
55625
34352
55151
34209
56146
34153
55214
34237
55945
58987
55233
35118
55525
33712
55923
33875
55947
34146
55855
34944
56170
34172
54962
34079
55707
34071
56617
34480
55749
34017
55937
33575
55170
34037
56324
33467
56031
34114
55321
34029
53573
34175
55978
33959
55858
33555
55684
33804
55563
33588
56099
33300
55806
33175
55983
34024
55411
34887
55477
33902
55355
33913
76008
61963
78941
35527
56488
34553
56802
33887
55401
33789
56395
34256
54960
34387
55326
34622
56029
34402
56829
34061
56468
43721
66374
44449
57765
35134
58303
35334
57648
35396
57248
34761
56495
35951
57533
35006
57584
35068
57674
35202
56821
36048
56592
35325
57464
35226
57415
34492
58904
34894
57447
34756
57467
35291
57047
35245
58746
34488
57551
34815
57556
35275
57187
35096
58171
34854
57504
35261
57220
35160
57409
38799
57921
35485
57084
34827
57509
35256
57248
35962
56544
35025
57596
34856
56177
34457
57223
44085
56157
33953
53994
34363
54537
33902
54711
53519
56213
34561
55356
33958
55014
34399
56838
34426
55883
34470
55769
34324
56097
34593
59238
35414
55774
34447
55687
33943
55981
34688
56228
34114
55907
34500
56196
34676
56869
34488
56351
34227
55325
34117
55783
33544
56709
34469
54931
34397
56268
34314
56181
33998
56913
34191
55169
34343
56227
34474
56347
33370
55267
34602
55620
33648
55723
34015
55737
35232
55398
34327
55886
34379
56208
34409
56091
34692
56481
34192
55927
34080
56413
34416
82148
34663
55387
34519
56638
34359
55858
34438
56615
33911
57206
34505
54024
34252
56067
33929
56999
34486
54666
34426
55959
34358
55963
35251
56189
34229
56192
34126
56156
34557
55766
35042
55456
34386
55920
34097
55961
34180
56804
34448
54344
34092
56194
34069
55160
34175
56115
34669
56133
34045
55717
34327
55838
34183
56794
34462
55730
34091
55591
34487
56140
34044
55494
34711
55986
33911
56115
34332
55796
35162
56018
34355
56006
33922
56085
34059
81792
34662
56159
34206
55631
33921
55851
33970
56465
34145
56195
34117
56253
34073
56076
34294
56698
34660
56163
34090
55617
34538
56615
34142
56688
34201
56057
33896
56292
34074
56140
35078
55971
34493
55828
34237
55701
34062
56819
33790
55934
34124
84860
44988
56591
34112
57001
34298
55608
34290
56447
34143
55825
33861
56935
34346
55240
34274
55892
34056
56145
34237
56559
33592
56343
34366
55425
34354
55405
35162
55683
34106
76393
66996
75010
34931
56256
35208
66567
35220
57109
34949
57227
35380
56743
35198
56765
34190
57330
34545
57576
34768
58078
34943
56785
35316
57159
35303
57065
34581
58130
35083
57308
34910
57043
35499
57327
36243
57572
35256
56923
35384
58317
35673
57223
36233
57494
34806
57779
35339
57352
34802
58179
35043
57718
35158
57316
34771
57651
34965
58137
34957
58072
34386
57847
35173
57061
35254
58287
35501
66558
34000
55480
33896
56053
33892
59452
39915
56707
34445
55918
34160
54831
37226
56419
33409
55755
33691
55763
34227
56897
34465
55843
33885
56141
34175
55831
33047
56248
34477
56002
33580
55730
33737
55658
34046
56519
34062
55471
34544
56064
34478
55812
34077
55975
33884
55605
33655
55916
34493
55304
35090
55979
33759
56202
34441
55096
34394
54896
35104
56074
33983
56018
34004
54391
34432
56624
34322
56042
34200
55504
34177
55727
34114
56895
34105
55938
33920
54977
33725
55383
34292
56173
39241
56089
34024
54966
33619
55789
34729
55152
34003
55881
33853
55039
34229
55233
35065
56067
34291
55795
33908
55779
34453
57497
34371
54202
34503
54498
33954
55252
33822
56837
34445
55531
34327
56413
33856
55611
34246
56604
34339
55744
34094
55476
33873
55481
34080
55407
34569
55907
33993
55931
33987
55754
34723
56047
34468
56204
34262
55985
33776
56695
34125
56359
34320
55938
34219
55997
34305
56072
34174
55793
34342
55677
34137
56008
34073
56352
39370
56073
33796
55741
33500
55557
33772
56853
34119
55984
34049
55563
33876
56030
37971
56319
33431
56095
33967
55865
34447
55883
34782
55084
34509
55298
34155
55363
33525
56036
34060
55403
33835
55853
34073
55539
33414
55770
33803
55995
34160
55755
34380
55263
33500
56964
33981
55399
34282
56115
33928
56070
35050
56159
33864
55632
33712
56135
33940
55768
35105
55752
34484
55907
34326
55286
33895
56748
34078
56092
33935
55818
33846
56268
34131
81267
85251
87655
35433
55802
44353
57101
35253
58089
35269
57111
34914
57825
35177
55522
35054
58181
34931
57164
35101
57343
34635
57044
35483
57452
35212
57247
34984
57368
34731
57970
34946
58169
35132
57362
35291
56609
34633
57330
34781
57721
63915
97206
58203
92750
55172
90929
55160
89015
54705
89761
59206
93045
56394
93554
56807
92893
56740
95398
63082
117441
72787
96297
62193
102416
61916
100131
63213
96403
60852
89321
52874
97130
57934
97792
61255
117324
74802
113845
38098
77125
35961
59255
35738
59598
36486
59041
36023
59259
35796
58772
35675
59623
35152
57679
36098
58672
35571
58822
36070
59045
36197
58846
36386
58893
35696
58847
36400
59129
35703
58993
35422
67576
44785
59910
35621
58945
54652
66407
36859
59026
35401
59453
35613
58963
35524
59895
35430
58583
35835
59042
34840
56879
35014
58603
35745
58987
36783
58818
36157
58737
35552
59059
36168
58685
36719
58996
36173
58927
35592
59283
36008
59357
35316
57597
35764
58267
35817
58696
35920
59574
36264
58926
35654
57711
35627
57681
35634
59359
36078
58766
36205
58479
35183
58380
35994
58805
36379
59178
36018
58882
36157
59021
35940
58238
35632
58594
36240
58138
35180
58753
41171
57421
35805
59279
36100
58758
36299
59185
36110
58849
36010
58188
35829
58478
35948
59928
36237
58899
43868
57866
35141
57704
35314
57903
35046
57241
34866
57636
35147
58346
35861
57660
35009
55992
34953
57152
35221
57164
35874
57608
35057
57341
35185
57249
35189
57753
34959
56498
34679
57322
34768
56585
35017
57793
34967
57569
35001
55859
34736
57218
34344
58132
35200
57366
35013
56941
35129
57142
36019
57419
34878
57337
34673
71158
45869
56828
39242
57952
34933
57319
34518
69524
35799
70616
36950
62574
70497
85509
36552
66972
45513
81902
46718
56266
34639
56173
34070
56062
34243
56859
34181
55398
33902
56068
34043
55660
33985
57117
33951
55097
34067
65757
60073
64879
36324
57754
35225
56850
35081
57251
35175
58171
35515
57861
35259
57632
35208
56486
35043
58295
34845
57457
35404
57451
35145
57471
34864
58062
34849
57676
35172
56174
35479
64184
35730
58506
34961
57656
34957
56764
34837
57520
36236
57491
35273
56647
34901
57078
35193
57691
35320
57582
35300
57658
35023
57127
35196
58017
35355
57358
35363
57358
34659
57996
35474
66673
34498
55933
33661
56068
34494
56494
33953
57246
34220
53685
33641
55855
34177
56029
34625
56133
34378
55525
34048
55749
33812
55724
35056
56370
34441
55916
33877
55809
33857
56814
34185
55859
33976
54603
34331
55706
34045
56627
34407
56069
34519
65279
49663
56388
34134
57211
34318
55945
33775
55246
33965
55913
33877
56489
34037
55657
34475
55713
34334
55883
37789
55822
34535
56010
34053
56257
33693
56495
34243
55693
33768
55899
33885
55976
34373
56572
33483
56338
33475
55315
33476
55729
33265
56702
34003
55964
33892
54032
34055
55424
34358
56628
34413
55818
33724
55783
34228
55147
35008
56093
33659
55765
34495
56283
33629
55903
34515
55635
33640
56194
34153
55616
34310
56602
34171
55721
34126
60738
35264
55810
33347
56093
33421
55755
33646
56059
33971
56550
33988
56278
33819
56097
33901
55635
33097
55994
34566
54671
33359
55811
33922
55993
34277
56037
35187
56079
33711
57587
34104
55613
33812
56838
43522
62723
47332
68575
34632
56286
33988
57371
34354
55445
34046
55237
33408
55965
33753
56380
34229
56044
34277
54700
34118
56429
33863
56337
33925
55907
34173
55593
34103
56671
34523
56108
34124
55728
33849
56160
34083
56538
34434
56086
34215
57553
33724
56010
34027
56774
34475
54809
33559
54849
33764
55667
34152
55638
33950
54502
33423
55810
33656
55118
34272
56121
34151
56373
33907
56171
34081
55536
34813
55785
33640
54873
34062
55007
33779
56678
34197
55625
34131
55433
34068
92867
68316
70259
35883
57562
35213
58073
35486
57049
35486
58348
35338
57486
34857
57235
34909
57712
35353
57124
35191
56318
35041
57396
35378
57073
36037
57261
34740
57447
34450
57377
35390
56233
41794
57587
34962
57480
35501
57542
34685
57970
34289
57421
34906
57267
35281
56580
34945
56978
34861
57313
34837
57549
35255
56267
35384
57679
35094
55341
35083
56675
35088
57637
35566
55555
34744
65416
34000
55891
34341
55892
34980
55824
34303
56012
34183
55454
34246
56716
34150
55731
34209
55614
33641
55862
34305
56168
34310
55930
33748
55679
33877
55979
33892
55969
34521
55023
33947
55768
34407
55014
34257
55897
34331
55446
34254
55701
33938
61478
35442
56503
34196
55615
33812
56372
34392
56358
34625
55766
33851
56178
34356
54754
34030
56422
34146
55909
33885
56096
34202
55713
33818
56241
34018
55986
34390
56201
34043
55831
33601
56072
34096
55718
34382
55532
33863
56115
34897
55777
34114
54938
34073
55919
34463
55807
38542
56589
34680
55173
34482
57285
34616
57182
33852
55988
33732
55912
33936
56138
34101
56946
34405
55350
33832
56351
33774
55781
33922
55401
34088
56136
34064
55333
34301
61826
35236
56131
34251
56203
34111
53596
33447
54723
34917
56339
33844
56184
34490
55874
33804
56137
34476
56118
33427
55895
34205
55662
34013
56085
34459
55642
34293
55852
34117
55911
33925
56740
33952
54026
34288
55813
34019
55857
33758
56785
34550
55421
33671
56062
34204
56039
44750
57806
44320
56786
33796
55998
34281
56578
33609
56967
34260
56225
34028
55733
34232
57125
34195
55639
33912
56298
33971
55981
33479
57011
34139
56184
34187
55148
37503
57026
34260
55637
34001
56464
34537
55584
33832
56094
35281
56037
34073
55530
33585
56017
34683
56245
34850
56349
34515
55811
33877
55673
33911
56357
33938
55740
34366
56136
34117
54901
34225
56245
34471
56112
34073
55866
33966
56044
33772
56865
45680
99162
46664
57714
35116
57391
