154693869,390128723
72146,15477
40813,2393
36615,2322
35839,2198
35419,2181
34753,2211
35610,2143
34580,2181
35663,2185
35446,2169
36619,4653
35897,2197
35839,2105
35712,2075
35729,2076
35647,2110
35239,2081
35170,2079
43570,2093
33297,2222
34778,2092
34835,2072
34613,2077
35176,4393
35827,10262
34985,2260
36824,13306
35689,5651
35372,5545
156600,45810699
145148,8418827
110361,3074104
152406,7321141
163784,75765318
151902,11456134
153072,9264284
150399,3694882
110063,34825505
151922,11689171
153468,9726605
152383,20832776
153581,7331134
163819,3026083
154761,14728038
110547,44648968
153307,14982557
163134,123961266
153669,12512667
158772,9413961
178328,18217994
161548,48686408
152150,4453159
152561,12355747
151644,6196196
166044,216154968
153791,31598973
167361,198084643
154065,18011265
156600,18213579
154713,12885651
165557,5567490
154461,23462825
155546,16903046
109665,11741190
154475,765303
134040,20074014
123041,15447370
145042,52933667
135140,6222785
155197,23946309
162426,145955214
110659,78156385
91890,17825
84180,5698
85121,14277
86395,13834
83912,13616
153731,52316794
156174,11488783
166061,17279388
154728,7680443
154270,8087509
88659,6851
154184,2025285
154115,8495215
135009,17367
157076,8199682
133235,17622
89980,16855
150214,7223
110499,9899772
154402,6288284
186600,11076246
154388,14866329
110427,47493673
89780,16244
88284,14239
87685,14888
85041,5507
110083,5772157
208757,13504132
153436,29641896
162584,38594564
153143,2018144
153065,3383197
110115,8533747
153225,4427721
93052,17316
153157,1727029
90937,6933
153458,5241206
152641,12919866
93390,17239
161779,27399641
110172,5802247
203108,7866060
111655,8534
152062,13657315
153403,11494272
153211,4452048
159918,2998830
163320,5017104
90529,6990
153325,6331701
152707,1988434
90609,6971
152694,3189258
150396,4122968
152644,5219244
152734,9629208
110413,9268095
162303,24713034
152636,4324278
151880,7223839
151905,1839163
152968,3248829
152469,6683350
92689,18383
86612,5611
153533,504997
151815,11710917
91591,6860
87026,16263
109870,5701199
162719,9741255
91258,6845
108394,22143664
152990,803148
108655,4104607
152233,921058
89536,17329
153343,12651856
152794,4103642
152110,2911821
163160,2157558
152032,3098120
110664,6811
151418,1685250
154182,9040803
89790,6845
152488,12336998
130472,6922
84207,5904
104528,16375
163904,48741298
88903,6898
88206,16156
87820,14282
153273,16303232
151097,8726961
152050,4728954
109869,4577858
152483,1032392
151594,4481122
163185,14250959
151651,30095729
152238,3509135
160606,37609118
176329,15576924
94354,18349
151862,21080339
123929,17084
163936,18592922
111080,3821053
152318,7883868
90997,6896
153952,10520655
153540,17926941
110051,39145178
153673,5283651
151645,11747061
152576,7174419
151671,20243567
161780,12662587
110538,11510639
152388,34070961
161734,10507225
121909,26194654
151929,3978046
153125,12656647
153386,6200150
152261,40483747
107953,18219485
107863,810239
150809,5672174
152267,3066592
110399,12755035
152441,4304824
90393,6771
88935,16187
152140,2541264
150584,4455693
153626,9186200
179272,260443
145571,4222346
152419,6117314
139938,3101986
141093,2189421
109997,9858327
88419,6437
87627,15721
150454,555395
93650,17081
151323,4042742
106089,6767
154080,18907945
153496,2052055
163686,20475451
152982,14643323
152105,789924
110078,9521946
110790,18643524
152022,5303569
93569,17276
110027,20048257
152167,3237710
151770,22430367
151742,19201435
110615,4317220
173719,21042541
153082,6437118
151476,4207195
151003,4459273
131140,23702472
175505,48665570
132850,5916351
151441,21482462
87690,6818
161747,24359939
151671,3413774
150319,4202161
211210,12083252
165936,48687143
152741,21876763
152050,15867202
153335,10791112
162974,4030320
110002,13777602
153187,9380005
159381,28430658
93984,17620
151529,7149157
110333,4861984
150792,2153995
152055,5040428
153350,22154941
152566,6451671
153441,702935
162739,13978418
110899,27130428
91944,16224
110984,848373
153966,9094341
163343,17237622
152673,2199628
152946,27517602
152789,5800643
152824,10054824
161802,8462519
107199,7086
140171,2875293
152964,15563983
144836,10902936
89251,6773
152202,704386
163094,1160223
143357,5065863
140366,938756
138129,7166504
164125,4855496
90672,6933
152012,10155550
152711,790087
179497,955801
153503,7731423
93227,17357
110081,7174919
152860,16945896
164282,13855249
89134,6945
84836,5442
154180,7547057
90238,6790
86530,16422
112403,5064350
87394,6590
85442,5395
152148,8366251
107354,17171
142974,5432115
140186,5968330
165786,4204983
153738,7531019
152789,2013401
186632,9857071
152729,757398
149386,3709909
110258,15644016
153448,5930662
109848,987899
85202,6409
152603,2134028
110686,28369510
89800,15770
85653,13904
152696,3872725
145162,1983142
109820,18117758
164697,48377911
112183,17482
142787,7052133
140516,3080910
153904,18683499
92786,17252
163578,39214796
153534,12914715
153152,12838354
151714,12495393
151203,10907701
181654,5123841
151996,21112961
148695,17772963
162924,11599421
154085,36212847
163394,18945357
143967,3303337
153350,18071779
110398,47058374
154347,105350675
90306,16698
85725,14240
88655,14966
85490,5470
88050,13629
152629,3332790
155823,6294350
159061,7918
146021,2803420
146151,8434930
154436,14602998
149549,7923
173546,21747811
153415,29072761
110101,882449
152057,5196062
89967,17241
153112,2054456
154862,1985450
152839,1944723
163461,11514668
153125,15097440
102917,7390620
156350,8706483
157675,7888
153245,6614751
87778,6820
89151,16197
113556,40308032
89777,17206
153029,16156450
93659,17444
152451,15002818
152518,9533774
162490,40830732
130303,7020
83714,5953
108468,5306
86023,5968
84838,5325
150391,16590
95763,25956
152170,3649412
152220,13859705
152281,18450980
92431,17118
85676,14247
85578,13859
110170,43057758
88339,6405
88547,17063
187802,6475
87730,5939
88246,15703
87028,13999
86778,13761
153526,46174479
162927,7356154
108209,20129113
154633,14863150
90558,6718
152929,9328476
153313,3508425
161489,3030656
93759,17401
151721,6206557
151163,23940327
110491,21838617
153208,4912340
150786,7344457
110417,8217762
89706,6420
181421,5375914
93611,8113
110128,4044547
92027,16520
108913,7216195
110060,4289438
163595,11557016
152887,895934
152974,19130674
171782,4118342
108673,1994275
153100,6556474
152948,3032861
109288,8836614
110206,4619929
110403,6668344
88966,6512
152870,18223268
152631,21213208
110193,2016358
165441,30300044
112230,5752005
156445,8589414
45799,1856409
49999,3053540
72876,6383867
44582,4144149
59744,9555389
89872,44727942
138299,21221896
100149,5927
111458,22639
134197,3783081
206208,12746581
84699,6792
153673,11610266
143871,7903
91323,5490
85546,5346
168089,25869964
151679,16913231
161651,70433658
91243,17587
152376,2799739
152473,27764162
110118,30887595
151195,4021077
151202,7369360
152040,4162870
153881,4286899
152591,9397528
153165,1998154
152616,3236530
163213,16879635
111040,17359
87051,15384
151661,14773930
183899,12831148
162095,26594273
151862,4068265
110559,6323054
210489,2044606
111178,18752
144829,7159
71385,6311112
72767,3979
35921,2449
57511,2664
42408,633318
58610,2912
113900,10735622
144933,6934
113427,12208713
139000,7718
82990,5207
223874,5631
82381,5643
100445,6003236
125355,5915
80513,5738
120783,5080
80379,5539
80320,4966
80664,4895
80202,4895
78992,4769
78834,4877
78853,4874
78994,5070
82919,15314
82862,13676
81742,15376
80582,5164
80287,4957
83039,13190
82702,13093
82946,13133
81673,13784
80325,4997
82631,13447
79940,5000
89774,16467
83265,13397
82067,12871
82751,12817
89337,42211
75244,537954
79908,2047898
79328,3758204
70612,12502
67646,11855
65044,4152
64895,3956
74416,1630193
69092,40617
65173,4176
75188,738719
92843,2185303
82604,15174
76510,5002
89336,1793535
89546,806552
81429,14232
92679,1858661
88829,2498373
155981,5519164
89393,6971
84956,5400
85606,5304
83862,5286
153032,4467406
166077,19657103
89355,6892
85763,5360
84947,5224
83425,5219
149369,2463579
90429,7372
86099,5382
153646,3354901
90692,6845
89835,17457
85212,5389
85690,5360
107367,2525817
153566,3378254
93115,17246
151043,1854100
90662,17043
152357,6103157
151912,3331263
90303,6883
89068,16472
168575,7229450
110263,6528218
151017,2988439
162746,17636696
152356,6558819
110419,2071193
152667,4344128
150486,9471225
151718,3243596
151964,14551478
91626,6913
85810,5553
162198,9154629
151391,6588992
152088,9487466
152616,7418639
108252,18013314
153375,4178376
163441,7389863
153528,21205553
179607,9978912
77198,18184525
73764,756217
172016,1095973
141358,17213487
96983,15687
110168,3945615
157204,16037183
110850,34402598
153055,15596814
152814,1175860
110862,10879641
163169,32811411
152330,3012088
108722,9957187
111576,52028509
151230,6768169
138141,13682905
168922,7904623
104086,22220498
152531,7785129
151602,2171747
152934,13182228
167836,13746698
157051,13060449
180501,1968109
57011,3698667
86918,3274
75837,25305783
74631,11843746
70914,5409202
70732,2049225
142220,4133753
67539,4224069
67935,5421710
72303,3075676
140582,20007227
138434,3017163
120266,7390927
153977,6599161
163636,12689142
111609,6966
150825,11950566
88327,7322
125673,3504924
152173,941895
153333,3112663
109023,3881578
149324,14886672
150211,7545496
88419,6720
119760,1808567
150852,12652031
152543,14970402
153247,8302428
151158,3222897
163052,19226828
151806,18788966
110096,2884971
107933,13129102
190488,138776227
116919,33563646
127389,7605753
162461,22201387
153827,18917298
110206,6246544
153225,9820426
162786,16589597
90767,7123
110489,14627085
146951,2005849
153674,7339071
194581,64689715
95377,18715
152207,7164747
153679,9133790
151973,1855074
154363,4074717
88845,6906
109296,90990180
151769,15943219
90389,6868
154185,11552992
152578,21041503
110261,9529309
110214,2038923
153035,10680575
110165,11024430
87742,6292
153035,6775395
109797,3510609
109868,13023856
163747,12131223
113503,23850561
90875,16201
115671,16493468
113292,10909852
225986,91613565
152919,9562140
150609,10397378
110552,5457928
165738,87391176
90634,17723
164225,49698190
152188,14659811
89722,6660
85829,5465
83578,5262
152995,6184346
90702,17119
85923,14267
85559,13865
109582,3740923
109797,3067566
153651,11578469
153032,6440000
150136,7830
90574,17076
163862,5758380
89487,7013
110316,13986135
170532,3126254
92884,7936
153077,9406743
151987,17490230
88850,6843
110662,11938825
154699,34186226
156976,9191143
162609,11704602
152729,6682581
153142,7794965
154162,11758116
110180,25218951
90113,6404
86302,5277
151110,7768888
154207,24234789
154039,820209
154584,6358992
153568,7485556
90745,6878
161240,16905436
153207,15147911
90724,6690
85841,5320
81278,5116
84997,5282
85006,5112
85340,5209
152393,11043823
90929,6821
85169,5405
85450,5302
85693,5209
85197,5189
85051,5104
83558,5209
85185,5367
153265,3089461
110717,2962400
152812,9541613
155931,20943545
95622,57918
126448,6023
87650,15747
85484,5500
88033,13899
152698,9475182
93479,19050
140750,6790
109683,3663382
87953,6497
153746,24569973
163170,8497450
155453,7464654
91456,17605
110414,8321727
146290,7449
152999,571527
153257,15373367
90386,6978
88389,16330
87334,14408
163823,36546298
110123,10640921
110451,4187097
152749,1961993
154496,2242225
110230,7609824
110659,5406423
110491,4384590
89797,6510
108855,6659143
109990,786681
153316,2221965
111108,16786683
110424,815957
153198,15892117
153964,7476807
92135,6800
150827,7452249
153653,3399494
111055,16121804
87797,6420
156733,7048127
165909,34853548
84894,7188
83824,15684
82017,13506
123100,8057384
148832,903091
125943,17047
155029,11609761
88492,6996
242058,7169096
126791,21042
118356,1598592
88497,6650
155466,6306526
114074,5365741
156871,4188441
155321,10993753
119707,6679
101846,16321
120315,31229801
137186,16992
89058,15913
153956,2863054
108758,3210134
88589,6495
153631,670522
197004,91820010
92739,17735
110898,1699646
92204,17515
87226,5533
86711,66277
108184,1765215
88910,16304
92748,64260
88219,15362
134976,13883
89825,15229
111589,48280800
85969,6740
88715,15380
86758,13583
87763,13974
88395,13701
87933,13640
185249,2404123
154765,1984130
153838,3047028
156663,3079128
153694,3088240
154207,3105217
153979,8459464
151694,17589396
162802,30584271
119664,10618194
152002,814287
163623,76339538
111629,14445898
109146,6268378
119805,9516266
113683,32944275
119890,8661757
83681,31355324
132863,5186545
92562,9811460
112268,8757067
105307,11905770
86592,15303
161949,10581619
114603,9912103
110810,6792047
143688,4730165
170194,18844
170021,125974870
144297,8274
157242,5399
85461,6449
83829,5103
108071,5066
86492,5841
84758,5092
84881,4991
84848,5004
84713,5029
87855,12205
123065,5364
208271,69474
110672,2895719
153966,21339349
110589,7329317
115460,6310443
126540,8400645
152914,4395474
153197,42336209
115254,13680431
112569,21653679
110629,13739603
110463,26587443
111068,6313194
109993,9695043
111128,2070366
112106,44775361
110588,4254881
125375,5237601
132916,18448165
84073,32886
113736,2372880
95791,1163471
100614,8704245
62651,4510
72938,810810
93880,5932742
76647,13626193
74024,11838732
38465,8908
42385,1725743
59762,5293007
71720,15593643
36759,3688
60170,6249111
51058,856794
65023,8811238
53469,2275416
76549,36096461
66366,11518472
73546,64629564
65127,15256011
59724,3765
37257,7089
71593,9883492
76453,12860488
76070,9400950
36594,3496
83398,13977460
52320,2179463
74104,18701698
36408,3409
37636,7234
57546,8138021
53782,4433221
91322,33334907
60719,6246477
168579,90783660
102617,10925313
77314,8118164
76659,10324662
101321,84357464
62583,999456
135724,17332361
149587,5519113
97241,673703
168196,20998946
87503,7248
177858,2753648
154648,38381924
153956,9466912
189490,61302468
145420,2402051
86711,16338
153398,11688408
152684,1999048
169840,53296539
154085,9516807
153839,13627741
178956,10599081
165172,15796692
111183,14648038
153555,631628
91426,6793
222386,2980039
109740,1749349
151456,11602508
153195,3271385
152942,5351745
164209,9661155
153165,3117246
